customer_id,age,gender,city,segment,employment_type,annual_income,months_on_book,num_products,income_log,avg_monthly_balance,num_active_products,digital_engagement_score,complaints_last_year,num_branch_visits,credit_card_usage,churn
CUST101412,34,F,Jaipur,HNWI,Business Owner,290300.0,219,1,12.578673594719154,10600.0,1,98,1,5,70,0
CUST101413,63,M,Delhi,Retail,Salaried,328900.0,104,4,12.70351207261035,9800.0,4,53,0,1,41,0
CUST101414,52,F,Jaipur,Retail,Retired,250000.0,184,4,12.429220196836383,10200.0,4,16,2,17,78,0
CUST101415,63,M,Mumbai,Retail,Self-Employed,319400.0,86,1,12.67420264562853,10800.0,1,69,3,3,73,0
CUST101416,55,M,Lucknow,Corporate,Self-Employed,250000.0,202,4,12.429220196836383,8500.0,4,21,1,13,5,0
CUST101417,44,M,Mumbai,Retail,Business Owner,411900.0,105,2,12.928538308194957,13800.0,2,38,1,18,62,0
CUST101418,67,M,Bangalore,Retail,Salaried,250000.0,41,3,12.429220196836383,6600.0,3,35,1,9,73,0
CUST101419,46,M,Kolkata,Mass Affluent,Student,250000.0,124,4,12.429220196836383,3300.0,4,2,2,0,20,0
CUST101420,72,M,Lucknow,Retail,Student,284700.0,74,2,12.559194785729225,20200.0,2,24,3,18,60,0
CUST101421,74,F,Surat,HNWI,Self-Employed,603000.0,49,3,13.30967413408274,10700.0,3,18,1,8,2,0
CUST101422,52,M,Ahmedabad,SME,Salaried,282700.0,49,2,12.552145080994137,28400.0,2,25,1,9,2,0
CUST101423,57,M,Delhi,Mass Affluent,Business Owner,300400.0,96,4,12.612873527761383,8800.0,4,68,3,5,51,0
CUST101424,34,M,Kolkata,Mass Affluent,Salaried,336100.0,8,1,12.72516698901374,10000.0,1,77,0,6,74,0
CUST101425,64,F,Kochi,Retail,Self-Employed,569100.0,22,3,13.2518132017501,11300.0,3,61,3,18,52,0
CUST101426,57,M,Delhi,SME,Salaried,250000.0,143,1,12.429220196836383,15800.0,1,54,1,3,72,0
CUST101427,69,F,Surat,Mass Affluent,Business Owner,250000.0,7,2,12.429220196836383,12700.0,2,90,0,2,9,0
CUST101428,35,M,Kolkata,Retail,Student,250000.0,186,2,12.429220196836383,7400.0,2,76,2,7,18,0
CUST101429,63,F,Mumbai,SME,Salaried,399700.0,234,3,12.898472046572692,7200.0,3,94,0,15,55,0
CUST101430,46,M,Surat,SME,Self-Employed,306800.0,48,1,12.633954607922337,5200.0,1,76,0,5,31,0
CUST101431,30,M,Mumbai,Retail,Business Owner,250000.0,18,2,12.429220196836383,11600.0,2,53,3,16,12,0
CUST101432,30,F,Kolkata,Retail,Salaried,250000.0,55,1,12.429220196836383,6100.0,1,67,0,6,62,0
CUST101433,51,M,Bangalore,Mass Affluent,Salaried,299100.0,16,2,12.608536587975873,13000.0,2,51,2,11,36,0
CUST101434,38,M,Jaipur,Corporate,Salaried,304300.0,68,1,12.625772622110356,7000.0,1,99,1,15,17,0
CUST101435,26,F,Mumbai,Mass Affluent,Business Owner,357900.0,214,2,12.788011690826771,19300.0,2,6,2,14,17,0
CUST101436,44,M,Delhi,Retail,Salaried,250000.0,197,2,12.429220196836383,18100.0,2,80,0,2,41,0
CUST101437,56,F,Ahmedabad,Retail,Salaried,250000.0,234,5,12.429220196836383,5700.0,5,56,0,0,70,0
CUST101438,38,M,Chandigarh,Retail,Salaried,250000.0,195,2,12.429220196836383,5500.0,2,7,0,0,54,0
CUST101439,72,M,Mumbai,Retail,Salaried,250000.0,203,1,12.429220196836383,14300.0,1,79,3,8,0,0
CUST101440,63,M,Pune,HNWI,Salaried,250000.0,144,4,12.429220196836383,45600.0,4,4,0,14,42,1
CUST101441,48,M,Indore,Retail,Self-Employed,688200.0,38,1,13.44183622541043,8300.0,1,3,1,19,2,0
CUST101442,71,M,Chennai,Retail,Salaried,250000.0,185,4,12.429220196836383,18800.0,4,70,3,18,86,0
CUST101443,44,F,Ahmedabad,Corporate,Business Owner,355700.0,155,2,12.78184576929048,2900.0,2,93,2,2,35,0
CUST101444,28,F,Indore,Retail,Self-Employed,462400.0,231,1,13.044187758967723,17500.0,1,14,0,13,27,0
CUST101445,22,M,Surat,Retail,Business Owner,485300.0,169,5,13.092524595972268,6800.0,5,72,0,2,16,0
CUST101446,71,F,Chennai,SME,Salaried,316900.0,133,2,12.666344701243613,4100.0,2,80,2,3,90,0
CUST101447,72,F,Kochi,Retail,Self-Employed,592400.0,186,4,13.291939049422972,6000.0,4,72,2,6,68,0
CUST101448,60,F,Surat,Corporate,Business Owner,782300.0,159,2,13.569994855954343,8600.0,2,78,0,13,35,0
CUST101449,26,M,Ahmedabad,Retail,Salaried,250000.0,32,2,12.429220196836383,14100.0,2,70,0,16,39,0
CUST101450,36,F,Pune,Retail,Salaried,351000.0,149,2,12.768544351446794,8500.0,2,28,0,2,26,0
CUST101451,23,M,Bhopal,Mass Affluent,Salaried,576900.0,97,2,13.265425953646147,74500.0,2,18,1,4,13,0
CUST101452,23,F,Bhopal,Retail,Self-Employed,250000.0,44,3,12.429220196836383,36300.0,3,4,0,5,38,0
CUST101453,34,F,Chandigarh,Mass Affluent,Salaried,250000.0,70,1,12.429220196836383,33500.0,1,22,0,13,87,0
CUST101454,51,M,Surat,Retail,Retired,250000.0,201,2,12.429220196836383,15200.0,2,70,0,13,17,0
CUST101455,24,M,Kolkata,Mass Affluent,Business Owner,353800.0,159,1,12.776489887159451,13000.0,1,66,2,10,19,0
CUST101456,74,M,Delhi,Retail,Self-Employed,250000.0,19,2,12.429220196836383,10800.0,2,19,0,2,29,0
CUST101457,45,F,Delhi,HNWI,Student,635400.0,86,1,13.362011574628086,46000.0,1,35,1,17,62,0
CUST101458,35,F,Chandigarh,Mass Affluent,Self-Employed,369600.0,166,2,12.820179324373711,18100.0,2,54,3,11,46,0
CUST101459,48,M,Kolkata,Mass Affluent,Salaried,382300.0,125,2,12.853963535427878,21400.0,2,56,1,13,81,0
CUST101460,63,M,Delhi,Retail,Salaried,250000.0,187,3,12.429220196836383,10000.0,3,5,2,5,86,0
CUST101461,37,M,Hyderabad,Mass Affluent,Business Owner,250000.0,152,5,12.429220196836383,6200.0,5,75,0,5,81,0
CUST101462,23,M,Mumbai,Mass Affluent,Salaried,656200.0,14,1,13.39422242343361,9200.0,1,9,3,2,6,0
CUST101463,23,F,Ahmedabad,Retail,Retired,250000.0,208,2,12.429220196836383,18600.0,2,54,2,11,96,0
CUST101464,67,M,Jaipur,Mass Affluent,Salaried,250000.0,139,2,12.429220196836383,53600.0,2,64,1,18,13,0
CUST101465,27,M,Kolkata,Retail,Salaried,306500.0,221,3,12.632976296995821,17300.0,3,49,2,3,47,0
CUST101466,55,F,Kochi,Retail,Business Owner,403300.0,57,2,12.90743846040215,21000.0,2,30,3,17,47,1
CUST101467,41,M,Ahmedabad,HNWI,Business Owner,369100.0,168,1,12.818825598307294,17700.0,1,9,2,3,91,1
CUST101468,62,F,Chandigarh,Retail,Business Owner,250000.0,12,3,12.429220196836383,29900.0,3,19,1,11,25,0
CUST101469,24,F,Kochi,Retail,Salaried,530400.0,42,1,13.181388603221546,5600.0,1,5,2,13,1,0
CUST101470,69,M,Delhi,Mass Affluent,Salaried,250000.0,212,1,12.429220196836383,5600.0,1,86,1,1,63,0
CUST101471,58,F,Chennai,HNWI,Self-Employed,371000.0,214,4,12.82396003700373,22500.0,4,32,1,19,29,0
CUST101472,45,F,Kochi,Retail,Retired,291000.0,229,4,12.581081982573842,18200.0,4,49,2,17,97,0
CUST101473,32,F,Jaipur,Retail,Salaried,250000.0,53,2,12.429220196836383,16800.0,2,41,3,13,86,1
CUST101474,73,M,Kochi,Retail,Self-Employed,250000.0,214,1,12.429220196836383,6200.0,1,31,0,14,92,0
CUST101475,37,M,Kolkata,Mass Affluent,Salaried,250000.0,18,2,12.429220196836383,6800.0,2,36,3,6,52,0
CUST101476,47,M,Mumbai,Mass Affluent,Self-Employed,273600.0,99,2,12.519426119694613,24200.0,2,33,1,9,81,0
CUST101477,42,M,Kochi,Mass Affluent,Salaried,250000.0,108,3,12.429220196836383,22700.0,3,21,2,11,51,0
CUST101478,33,M,Kochi,HNWI,Student,416600.0,191,4,12.93988420819019,3300.0,4,27,0,17,72,0
CUST101479,43,F,Lucknow,SME,Salaried,250000.0,166,2,12.429220196836383,2200.0,2,79,0,9,9,0
CUST101480,29,F,Pune,Retail,Self-Employed,687600.0,90,2,13.44096400682369,10500.0,2,83,1,0,8,0
CUST101481,21,M,Mumbai,Retail,Business Owner,250000.0,40,1,12.429220196836383,24400.0,1,21,0,18,56,0
CUST101482,36,M,Surat,Retail,Salaried,466100.0,91,3,13.052157627820877,152000.0,3,49,1,6,98,0
CUST101483,27,M,Lucknow,Retail,Salaried,478300.0,76,2,13.077995520404233,18200.0,2,62,3,14,47,0
CUST101484,43,M,Surat,Retail,Self-Employed,296400.0,162,3,12.59946854621754,26300.0,3,86,0,14,6,0
CUST101485,67,F,Bangalore,Corporate,Self-Employed,281000.0,24,3,12.546113507028412,27400.0,3,24,0,17,38,0
CUST101486,29,M,Surat,Retail,Self-Employed,250000.0,102,1,12.429220196836383,29800.0,1,4,3,13,45,1
CUST101487,21,M,Surat,Retail,Self-Employed,250000.0,150,4,12.429220196836383,3200.0,4,81,0,10,57,0
CUST101488,26,F,Indore,Mass Affluent,Salaried,306200.0,157,4,12.631997028039708,18800.0,4,77,1,11,13,0
CUST101489,48,M,Jaipur,SME,Retired,261200.0,171,2,12.473045504861005,8500.0,2,83,0,14,79,0
CUST101490,35,M,Surat,Retail,Salaried,545700.0,72,1,13.209826485681349,20600.0,1,51,0,6,8,0
CUST101491,47,M,Pune,HNWI,Self-Employed,250000.0,127,1,12.429220196836383,8100.0,1,56,0,14,85,0
CUST101492,22,F,Surat,Corporate,Retired,250000.0,29,1,12.429220196836383,13700.0,1,82,1,2,89,0
CUST101493,38,M,Surat,Retail,Retired,250000.0,109,2,12.429220196836383,7500.0,2,99,1,6,0,0
CUST101494,43,F,Kochi,Mass Affluent,Salaried,394800.0,235,1,12.886137119466321,44500.0,1,37,0,14,65,0
CUST101495,44,F,Indore,Retail,Salaried,374000.0,204,4,12.832013750189885,3900.0,4,10,1,15,48,0
CUST101496,50,M,Mumbai,Retail,Self-Employed,482300.0,151,2,13.086323679453214,6600.0,2,33,1,0,89,0
CUST101497,63,F,Kochi,Retail,Salaried,498900.0,104,2,13.120162958256822,5800.0,2,73,0,10,25,0
CUST101498,46,F,Kochi,Retail,Self-Employed,430800.0,216,5,12.973401545524442,17400.0,5,65,0,16,23,0
CUST101499,66,M,Jaipur,HNWI,Salaried,441800.0,109,2,12.998614833433225,9400.0,2,97,1,14,38,0
CUST101500,49,F,Ahmedabad,Corporate,Salaried,386900.0,184,2,12.86592412533246,49800.0,2,9,0,8,14,0
CUST101501,35,M,Surat,Retail,Salaried,424400.0,141,5,12.95843404198686,29500.0,5,25,1,18,37,0
CUST101502,33,M,Pune,Mass Affluent,Self-Employed,250000.0,11,2,12.429220196836383,14000.0,2,59,0,14,52,0
CUST101503,38,F,Pune,Retail,Business Owner,250000.0,170,2,12.429220196836383,11300.0,2,66,0,8,28,0
CUST101504,53,M,Indore,Retail,Salaried,250000.0,215,2,12.429220196836383,12200.0,2,78,0,19,89,0
CUST101505,34,M,Kochi,Mass Affluent,Salaried,575000.0,187,3,13.26212705890841,10300.0,3,98,1,7,59,0
CUST101506,70,M,Hyderabad,Retail,Salaried,250000.0,149,3,12.429220196836383,4000.0,3,96,1,0,77,0
CUST101507,46,M,Indore,HNWI,Self-Employed,250000.0,15,3,12.429220196836383,36500.0,3,86,1,6,18,0
CUST101508,67,F,Chennai,Retail,Business Owner,269400.0,11,1,12.503956254903999,12300.0,1,10,0,7,84,0
CUST101509,57,F,Bangalore,Corporate,Retired,250000.0,205,5,12.429220196836383,7500.0,5,89,2,12,63,0
CUST101510,39,M,Bhopal,Retail,Student,337200.0,117,2,12.72843447070449,2800.0,2,78,0,17,28,0
CUST101511,33,F,Hyderabad,Retail,Salaried,250000.0,111,4,12.429220196836383,12100.0,4,29,0,1,36,0
CUST101512,61,M,Hyderabad,HNWI,Retired,250000.0,155,1,12.429220196836383,10700.0,1,25,0,12,60,0
CUST101513,38,M,Chennai,Mass Affluent,Salaried,302300.0,217,2,12.619178488734292,4200.0,2,67,0,3,3,0
CUST101514,34,F,Ahmedabad,Retail,Self-Employed,250000.0,108,5,12.429220196836383,37600.0,5,1,1,19,53,0
CUST101515,71,F,Bangalore,Corporate,Salaried,585100.0,131,3,13.27953976088442,69500.0,3,32,3,0,43,0
CUST101516,47,M,Bangalore,Retail,Business Owner,275900.0,136,1,12.52779738470044,3300.0,1,12,0,8,86,0
CUST101517,23,M,Kolkata,Retail,Business Owner,529300.0,117,3,13.179312547132033,7900.0,3,36,3,0,55,0
CUST101518,47,F,Hyderabad,Retail,Salaried,332600.0,159,1,12.714698852350997,8500.0,1,10,0,8,55,0
CUST101519,45,F,Bangalore,Mass Affluent,Retired,266400.0,51,2,12.49275797139508,21500.0,2,34,2,7,2,0
CUST101520,67,M,Bhopal,Mass Affluent,Retired,250000.0,93,1,12.429220196836383,8300.0,1,72,0,6,61,0
CUST101521,59,F,Jaipur,Corporate,Retired,468600.0,115,1,13.057506939069773,13800.0,1,14,1,14,72,0
CUST101522,31,F,Mumbai,Mass Affluent,Salaried,349700.0,127,1,12.764833782641317,27100.0,1,51,0,14,2,0
CUST101523,29,F,Delhi,Retail,Student,937300.0,121,3,13.75075974762828,20900.0,3,87,0,3,51,0
CUST101524,53,M,Indore,Retail,Business Owner,441100.0,103,3,12.997029153150084,19300.0,3,37,3,2,9,0
CUST101525,23,F,Chennai,Retail,Self-Employed,250000.0,215,1,12.429220196836383,14700.0,1,75,3,2,38,0
CUST101526,38,F,Bangalore,HNWI,Salaried,319200.0,193,2,12.673576277384964,19000.0,2,84,0,15,36,0
CUST101527,28,F,Lucknow,Retail,Business Owner,345700.0,213,2,12.753329518587048,13200.0,2,18,3,12,92,0
CUST101528,22,M,Indore,Mass Affluent,Business Owner,539200.0,145,5,13.197843693177921,47300.0,5,87,2,5,6,0
CUST101529,70,M,Kolkata,Mass Affluent,Self-Employed,593100.0,119,4,13.293119983881711,5100.0,4,39,0,0,95,0
CUST101530,25,F,Kochi,HNWI,Student,250000.0,106,5,12.429220196836383,14000.0,5,24,0,1,18,0
CUST101531,21,M,Pune,Retail,Salaried,250000.0,209,4,12.429220196836383,5700.0,4,92,2,18,5,0
CUST101532,71,F,Delhi,Retail,Self-Employed,250000.0,161,3,12.429220196836383,14300.0,3,68,3,7,12,0
CUST101533,31,F,Kochi,Corporate,Salaried,250000.0,205,1,12.429220196836383,10100.0,1,77,1,11,95,0
CUST101534,65,M,Bhopal,Mass Affluent,Salaried,250000.0,204,4,12.429220196836383,3900.0,4,39,0,10,93,0
CUST101535,22,F,Chandigarh,Mass Affluent,Salaried,661700.0,227,3,13.402569071257888,3900.0,3,63,0,1,92,0
CUST101536,29,F,Delhi,HNWI,Salaried,667800.0,133,1,13.411745503944898,5200.0,1,69,2,1,42,0
CUST101537,26,M,Jaipur,Corporate,Salaried,477400.0,90,1,13.076112087564187,32000.0,1,59,0,17,67,0
CUST101538,59,F,Lucknow,Retail,Salaried,561400.0,218,2,13.238190724169465,6600.0,2,83,1,13,5,0
CUST101539,54,F,Delhi,Corporate,Salaried,250000.0,55,1,12.429220196836383,48200.0,1,12,0,17,72,1
CUST101540,46,M,Chandigarh,Retail,Self-Employed,250000.0,81,5,12.429220196836383,27700.0,5,26,0,7,87,0
CUST101541,34,F,Delhi,SME,Salaried,250000.0,226,1,12.429220196836383,17400.0,1,92,0,6,16,0
CUST101542,25,M,Chennai,Retail,Salaried,250000.0,173,1,12.429220196836383,18900.0,1,58,1,16,10,0
CUST101543,51,M,Chandigarh,Retail,Salaried,250000.0,142,1,12.429220196836383,7800.0,1,82,0,17,79,0
CUST101544,33,F,Jaipur,Retail,Salaried,250000.0,130,2,12.429220196836383,12600.0,2,67,0,8,21,0
CUST101545,52,M,Surat,Corporate,Salaried,296600.0,115,3,12.600143080224452,5200.0,3,80,0,9,87,0
CUST101546,58,M,Ahmedabad,SME,Retired,291100.0,215,2,12.581425564973435,15000.0,2,85,0,6,85,0
CUST101547,66,M,Kochi,Retail,Self-Employed,250000.0,102,1,12.429220196836383,6200.0,1,81,1,8,38,0
CUST101548,47,F,Delhi,Retail,Salaried,377500.0,118,5,12.84132849667433,6600.0,5,64,0,9,82,0
CUST101549,21,M,Surat,Retail,Salaried,250000.0,25,2,12.429220196836383,18200.0,2,0,2,18,47,0
CUST101550,36,F,Mumbai,Retail,Salaried,270000.0,32,1,12.506180941677357,41700.0,1,13,1,0,0,0
CUST101551,67,M,Bangalore,HNWI,Self-Employed,250000.0,53,1,12.429220196836383,13900.0,1,73,2,10,33,0
CUST101552,49,M,Ahmedabad,Retail,Student,515700.0,76,2,13.153282419149058,5500.0,2,6,1,16,34,0
CUST101553,54,M,Pune,SME,Salaried,271700.0,74,2,12.512457475937662,9400.0,2,27,3,18,90,0
CUST101554,45,M,Bangalore,SME,Salaried,403200.0,162,3,12.90719047589495,14600.0,3,5,2,13,85,0
CUST101555,29,M,Kochi,Retail,Self-Employed,250000.0,135,1,12.429220196836383,37500.0,1,27,0,14,82,0
CUST101556,69,F,Chennai,Mass Affluent,Salaried,297900.0,6,4,12.604516495526891,182300.0,4,0,1,2,25,0
CUST101557,62,M,Indore,SME,Salaried,378300.0,126,2,12.843445454022332,8200.0,2,29,1,0,89,0
CUST101558,74,F,Mumbai,Corporate,Self-Employed,250000.0,25,1,12.429220196836383,17400.0,1,59,0,8,1,0
CUST101559,67,F,Hyderabad,HNWI,Self-Employed,540800.0,133,3,13.200806652821608,19600.0,3,93,0,9,70,0
CUST101560,36,F,Chennai,Retail,Salaried,250000.0,17,3,12.429220196836383,20700.0,3,57,2,8,17,0
CUST101561,34,M,Jaipur,Retail,Business Owner,304500.0,23,5,12.626429650198945,11400.0,5,7,2,15,96,0
CUST101562,34,F,Pune,HNWI,Salaried,784400.0,199,2,13.572675648163282,53900.0,2,33,3,5,49,0
CUST101563,70,F,Bangalore,Retail,Salaried,475900.0,8,1,13.072965128388777,31500.0,1,78,3,18,23,0
CUST101564,51,F,Jaipur,Mass Affluent,Self-Employed,250000.0,233,5,12.429220196836383,18700.0,5,67,2,13,70,0
CUST101565,45,F,Chandigarh,HNWI,Self-Employed,250000.0,114,2,12.429220196836383,11600.0,2,22,1,19,50,0
CUST101566,73,M,Bangalore,Retail,Self-Employed,562500.0,199,3,13.24014819083691,12800.0,3,23,1,9,11,0
CUST101567,53,F,Hyderabad,Retail,Self-Employed,250000.0,51,1,12.429220196836383,20700.0,1,65,0,18,94,0
CUST101568,70,M,Ahmedabad,Retail,Self-Employed,250000.0,115,2,12.429220196836383,5300.0,2,66,0,4,68,0
CUST101569,74,F,Surat,Corporate,Retired,250000.0,214,5,12.429220196836383,69200.0,5,32,1,18,21,0
CUST101570,25,F,Bangalore,Retail,Self-Employed,377800.0,24,5,12.842122880949166,23900.0,5,58,1,13,12,0
CUST101571,40,F,Hyderabad,Retail,Salaried,250000.0,106,5,12.429220196836383,21200.0,5,5,2,12,79,0
CUST101572,60,M,Hyderabad,SME,Business Owner,390700.0,34,4,12.875697840548462,10400.0,4,48,3,17,93,0
CUST101573,64,M,Lucknow,Mass Affluent,Salaried,250000.0,88,2,12.429220196836383,22800.0,2,96,1,3,99,0
CUST101574,29,F,Delhi,Mass Affluent,Business Owner,266500.0,233,2,12.493133274926212,7700.0,2,9,1,13,39,0
CUST101575,38,F,Lucknow,Corporate,Salaried,250000.0,133,1,12.429220196836383,6800.0,1,29,1,5,63,0
CUST101576,50,M,Pune,Retail,Salaried,384600.0,84,3,12.85996171223744,56100.0,3,38,0,17,27,0
CUST101577,64,M,Chennai,SME,Self-Employed,265000.0,153,3,12.487488878546145,36700.0,3,90,0,19,89,0
CUST101578,27,M,Indore,Corporate,Self-Employed,636800.0,71,3,13.364212483862836,20200.0,3,80,1,13,52,0
CUST101579,53,F,Indore,Retail,Salaried,485900.0,25,2,13.093760178428509,11000.0,2,39,1,2,11,0
CUST101580,37,M,Indore,Retail,Salaried,250000.0,138,1,12.429220196836383,14100.0,1,34,1,0,62,0
CUST101581,32,M,Bhopal,Retail,Business Owner,608800.0,179,4,13.319246728103822,49200.0,4,70,1,8,78,0
CUST101582,48,F,Hyderabad,Mass Affluent,Student,325000.0,47,5,12.691583538230217,12600.0,5,79,0,18,10,0
CUST101583,43,M,Indore,Mass Affluent,Salaried,297100.0,38,2,12.601827427315111,5600.0,2,53,3,11,17,0
CUST101584,55,F,Bangalore,Mass Affluent,Salaried,446400.0,145,1,13.0089729301901,9000.0,1,98,0,13,27,0
CUST101585,38,M,Chennai,SME,Salaried,250000.0,96,4,12.429220196836383,28800.0,4,86,2,11,49,0
CUST101586,65,F,Jaipur,Mass Affluent,Salaried,250000.0,224,3,12.429220196836383,5800.0,3,92,0,1,92,0
CUST101587,25,F,Kochi,HNWI,Salaried,272400.0,89,3,12.51503052432271,10400.0,3,95,0,4,74,0
CUST101588,67,F,Jaipur,Mass Affluent,Business Owner,250000.0,97,5,12.429220196836383,19800.0,5,86,1,14,23,0
CUST101589,22,M,Jaipur,Mass Affluent,Salaried,931200.0,139,3,13.744230429841895,31600.0,3,86,0,9,21,0
CUST101590,60,M,Kolkata,Retail,Salaried,250000.0,234,3,12.429220196836383,9100.0,3,64,2,9,92,0
CUST101591,39,M,Jaipur,Mass Affluent,Salaried,274900.0,167,3,12.524166311833152,4100.0,3,20,2,15,14,0
CUST101592,41,F,Ahmedabad,Mass Affluent,Salaried,301100.0,161,2,12.615201035620073,3700.0,2,1,1,19,99,0
CUST101593,22,M,Ahmedabad,Retail,Salaried,561700.0,193,1,13.238724958828714,15400.0,1,25,0,16,56,0
CUST101594,58,M,Jaipur,HNWI,Salaried,250000.0,196,1,12.429220196836383,17000.0,1,93,2,0,54,0
CUST101595,29,M,Lucknow,Mass Affluent,Salaried,250000.0,129,3,12.429220196836383,10600.0,3,1,0,2,65,0
CUST101596,56,F,Chennai,Retail,Self-Employed,619500.0,73,1,13.336669594255035,9600.0,1,57,0,4,56,0
CUST101597,60,F,Bangalore,Corporate,Salaried,281600.0,42,5,12.548246454396082,28100.0,5,80,2,14,5,0
CUST101598,66,F,Chennai,Retail,Self-Employed,436200.0,138,2,12.985858425273403,37500.0,2,6,2,16,48,0
CUST101599,59,F,Pune,Mass Affluent,Retired,448700.0,168,3,13.014112020622166,9200.0,3,44,0,0,58,0
CUST101600,37,F,Bangalore,Mass Affluent,Salaried,497800.0,91,1,13.117955677752501,8900.0,1,7,0,14,37,0
CUST101601,60,M,Bangalore,Retail,Salaried,250000.0,118,2,12.429220196836383,15100.0,2,17,0,5,56,0
CUST101602,65,M,Chandigarh,Retail,Business Owner,250000.0,110,2,12.429220196836383,30500.0,2,53,0,8,96,0
CUST101603,38,M,Chennai,Retail,Salaried,250000.0,143,3,12.429220196836383,19400.0,3,44,1,2,27,0
CUST101604,27,M,Kochi,Retail,Salaried,250000.0,197,1,12.429220196836383,3200.0,1,8,3,16,46,0
CUST101605,69,M,Delhi,Mass Affluent,Business Owner,278500.0,109,2,12.537176929007302,22900.0,2,25,1,8,16,0
CUST101606,28,M,Chandigarh,Retail,Self-Employed,250000.0,127,4,12.429220196836383,48400.0,4,30,0,17,11,0
CUST101607,53,M,Hyderabad,SME,Retired,250000.0,103,3,12.429220196836383,27800.0,3,85,3,6,76,0
CUST101608,33,M,Kolkata,Retail,Salaried,276600.0,76,3,12.530331313535255,28800.0,3,79,1,1,47,0
CUST101609,27,F,Kochi,Retail,Salaried,600600.0,170,3,13.305686099531647,22900.0,3,60,0,9,85,0
CUST101610,62,F,Hyderabad,Corporate,Salaried,259500.0,150,3,12.466515835145202,20900.0,3,78,1,3,10,0
CUST101611,28,F,Jaipur,Mass Affluent,Salaried,250000.0,128,2,12.429220196836383,6100.0,2,90,2,9,10,0
CUST101612,57,M,Kochi,Mass Affluent,Salaried,575800.0,74,2,13.263517393872842,26900.0,2,81,3,14,23,0
CUST101613,58,M,Mumbai,Mass Affluent,Salaried,250000.0,209,1,12.429220196836383,20100.0,1,10,3,10,38,0
CUST101614,24,F,Mumbai,Corporate,Salaried,651900.0,194,1,13.387647988889059,13300.0,1,43,1,11,62,0
CUST101615,30,F,Kochi,Retail,Salaried,250000.0,179,2,12.429220196836383,55300.0,2,20,0,1,61,0
CUST101616,63,M,Hyderabad,Retail,Salaried,285500.0,196,4,12.562000810699038,40200.0,4,53,3,5,53,0
CUST101617,48,M,Bhopal,SME,Salaried,684600.0,117,3,13.436591465784137,16800.0,3,22,2,14,84,1
CUST101618,27,M,Bhopal,Retail,Self-Employed,250000.0,152,2,12.429220196836383,6100.0,2,2,0,9,75,0
CUST101619,74,F,Bhopal,HNWI,Salaried,250000.0,56,4,12.429220196836383,18500.0,4,73,0,5,14,0
CUST101620,35,M,Chandigarh,Mass Affluent,Business Owner,250000.0,189,2,12.429220196836383,26200.0,2,70,1,5,90,0
CUST101621,21,F,Indore,Mass Affluent,Salaried,250000.0,10,1,12.429220196836383,44000.0,1,12,3,11,19,1
CUST101622,70,M,Kolkata,HNWI,Salaried,1309600.0,124,1,14.085233068630707,5000.0,1,5,1,14,26,0
CUST101623,21,F,Chandigarh,SME,Retired,250000.0,54,4,12.429220196836383,12900.0,4,30,0,15,91,0
CUST101624,50,F,Kolkata,Retail,Retired,250000.0,145,3,12.429220196836383,6000.0,3,18,0,19,98,0
CUST101625,74,F,Jaipur,Mass Affluent,Salaried,250000.0,71,2,12.429220196836383,9700.0,2,84,1,14,39,0
CUST101626,52,M,Mumbai,HNWI,Salaried,308400.0,231,3,12.639156163208208,21800.0,3,90,0,2,10,0
CUST101627,52,F,Chandigarh,Retail,Business Owner,360500.0,33,3,12.795250009628397,19600.0,3,57,0,13,25,0
CUST101628,41,F,Jaipur,Corporate,Salaried,250000.0,198,2,12.429220196836383,10900.0,2,23,0,17,16,0
CUST101629,27,M,Chandigarh,Mass Affluent,Salaried,271700.0,162,3,12.512457475937662,18300.0,3,38,1,12,51,0
CUST101630,51,M,Kolkata,Retail,Salaried,862100.0,239,1,13.667127712155585,8700.0,1,7,0,18,24,0
CUST101631,69,M,Chennai,Corporate,Salaried,274100.0,82,1,12.521251930587761,8600.0,1,83,0,7,28,0
CUST101632,25,M,Ahmedabad,SME,Business Owner,325300.0,170,2,12.692506186542177,10700.0,2,58,2,19,12,0
CUST101633,68,M,Indore,Retail,Self-Employed,833500.0,13,1,13.633390180932315,3300.0,1,26,0,18,18,0
CUST101634,43,F,Jaipur,HNWI,Salaried,250000.0,164,4,12.429220196836383,14900.0,4,14,2,9,0,0
CUST101635,49,F,Kochi,Retail,Salaried,250000.0,108,1,12.429220196836383,19800.0,1,23,1,9,91,0
CUST101636,29,F,Hyderabad,Retail,Salaried,250000.0,175,2,12.429220196836383,11800.0,2,4,0,19,67,0
CUST101637,54,F,Kochi,Retail,Self-Employed,250000.0,189,2,12.429220196836383,47500.0,2,56,1,17,20,0
CUST101638,30,F,Surat,Corporate,Retired,250000.0,119,3,12.429220196836383,5700.0,3,45,2,6,70,0
CUST101639,35,F,Bhopal,Retail,Salaried,291500.0,85,1,12.582798715298532,25400.0,1,27,3,15,58,0
CUST101640,59,M,Mumbai,Retail,Business Owner,305600.0,172,4,12.630035608520458,10000.0,4,61,0,4,3,0
CUST101641,23,F,Kolkata,HNWI,Salaried,250000.0,217,2,12.429220196836383,6400.0,2,92,0,2,46,0
CUST101642,45,M,Delhi,Retail,Self-Employed,311300.0,90,1,12.648515568759908,1900.0,1,98,0,1,4,0
