loan_id,customer_id,loan_type,loan_amount,interest_rate,tenure_months,loan_purpose,age,annual_income,employment_type,months_on_book,num_products,segment,loan_to_income,emi_to_income,income_log,loan_amount_log,credit_bureau_score,default
LOAN200553,CUST103204,Business Loan,192000.0,13.39,120,Debt Consolidation,37,250000.0,Business Owner,106,3,Retail,0.768,0.07680000000000001,12.429220196836383,12.165255859329688,397,0
LOAN200554,CUST103597,Home Loan,162000.0,10.51,180,Wedding,50,250000.0,Salaried,26,5,Retail,0.648,0.0432,12.429220196836383,11.995357787034976,420,0
LOAN200555,CUST100707,Education Loan,259000.0,9.32,48,Education,51,953300.0,Salaried,232,2,Retail,0.27168782125249136,0.06792195531312283,13.767685977468846,12.464587201678082,622,0
LOAN200556,CUST102511,Auto Loan,123000.0,8.96,84,Debt Consolidation,67,298500.0,Student,73,2,SME,0.4120603015075377,0.05886575735821967,12.606528561892935,11.719947764402807,471,0
LOAN200557,CUST100721,Business Loan,204000.0,9.08,240,Vehicle Purchase,71,250000.0,Salaried,56,5,Retail,0.816,0.0408,12.429220196836383,12.225880174775122,478,0
LOAN200558,CUST107826,Personal Loan,111000.0,13.55,48,Vehicle Purchase,36,658800.0,Salaried,74,4,SME,0.16848816029143898,0.042122040072859745,13.398176795195825,11.6172944892629,650,0
LOAN200559,CUST105089,Business Loan,122000.0,13.14,60,Wedding,49,250000.0,Salaried,235,1,Mass Affluent,0.488,0.0976,12.429220196836383,11.711784520403112,464,0
LOAN200560,CUST105061,Auto Loan,58000.0,17.37,240,Travel,54,373300.0,Student,12,1,Retail,0.15537101526922045,0.0077685507634610235,12.830140343709695,10.968215530759236,336,0
LOAN200561,CUST104670,Auto Loan,299000.0,12.75,180,Debt Consolidation,26,458800.0,Self-Employed,114,3,SME,0.6517000871839581,0.04344667247893054,13.036371843833932,12.608202196848836,466,0
LOAN200562,CUST101827,Personal Loan,205000.0,10.27,24,Medical Expense,74,250000.0,Salaried,143,3,Mass Affluent,0.82,0.41,12.429220196836383,12.230770136157428,394,1
LOAN200563,CUST102874,Education Loan,690000.0,10.31,180,Wedding,41,250000.0,Salaried,84,1,Retail,2.76,0.18400000000000002,12.429220196836383,13.444448325847754,377,0
LOAN200564,CUST104337,Business Loan,219000.0,9.88,84,Debt Consolidation,38,250000.0,Self-Employed,156,4,Corporate,0.876,0.12514285714285717,12.429220196836383,12.296831574998258,300,0
LOAN200565,CUST100611,Home Loan,52000.0,16.87,36,Home Purchase,45,250000.0,Retired,43,3,Retail,0.208,0.06933333333333333,12.429220196836383,10.859018228147887,372,0
LOAN200566,CUST107806,Business Loan,72000.0,17.53,240,Home Purchase,33,250000.0,Self-Employed,191,1,Retail,0.288,0.014400000000000001,12.429220196836383,11.184435286790631,448,0
LOAN200567,CUST105796,Personal Loan,50000.0,12.35,120,Home Purchase,67,250000.0,Salaried,232,3,SME,0.2,0.02,12.429220196836383,10.819798284210286,395,0
LOAN200568,CUST101720,Home Loan,65000.0,17.76,240,Travel,25,506500.0,Retired,103,3,Mass Affluent,0.12833168805528133,0.006416584402764066,13.135281577002589,11.082157933374816,525,0
LOAN200569,CUST103292,Home Loan,186000.0,17.09,12,Travel,33,250000.0,Business Owner,52,1,HNWI,0.744,0.744,12.429220196836383,12.133507329024972,300,0
LOAN200570,CUST101854,Auto Loan,115000.0,17.96,36,Debt Consolidation,26,250000.0,Salaried,219,1,Retail,0.46,0.15333333333333335,12.429220196836383,11.652696102959753,596,0
LOAN200571,CUST103103,Education Loan,104000.0,10.86,60,Business Expansion,44,284800.0,Business Owner,163,1,Retail,0.3651685393258427,0.07303370786516854,12.559545969749749,11.552155793461898,355,1
LOAN200572,CUST106003,Home Loan,117000.0,15.36,180,Medical Expense,53,250000.0,Business Owner,7,4,Retail,0.468,0.031200000000000002,12.429220196836383,11.669937760751914,300,0
LOAN200573,CUST101103,Personal Loan,50000.0,13.85,180,Medical Expense,29,250000.0,Salaried,70,3,HNWI,0.2,0.013333333333333334,12.429220196836383,10.819798284210286,438,1
LOAN200574,CUST100867,Education Loan,142000.0,15.08,36,Medical Expense,66,250000.0,Salaried,72,2,Mass Affluent,0.568,0.18933333333333333,12.429220196836383,11.863589378812122,374,1
LOAN200575,CUST100362,Auto Loan,201000.0,9.76,48,Home Renovation,33,605800.0,Retired,162,1,Retail,0.33179267084846487,0.0829481677121162,13.314306828283717,12.211065162153215,587,0
LOAN200576,CUST102579,Business Loan,134000.0,12.69,60,Medical Expense,51,250000.0,Business Owner,212,1,Retail,0.536,0.10720000000000002,12.429220196836383,11.80560254159177,586,0
LOAN200577,CUST100399,Auto Loan,51000.0,17.41,48,Wedding,37,250000.0,Salaried,177,4,Mass Affluent,0.204,0.051000000000000004,12.429220196836383,10.839600519357369,401,0
LOAN200578,CUST102695,Home Loan,270000.0,11.67,24,Medical Expense,40,286100.0,Salaried,194,2,HNWI,0.9437259699405802,0.4718629849702901,12.564100174313463,12.506180941677357,451,0
LOAN200579,CUST101722,Business Loan,54000.0,10.45,180,Vehicle Purchase,56,257900.0,Salaried,231,3,Mass Affluent,0.20938348196975573,0.013958898797983715,12.460331069333806,10.896757843893464,361,0
LOAN200580,CUST100701,Business Loan,479000.0,14.01,24,Debt Consolidation,54,283000.0,Student,148,2,HNWI,1.6925795053003534,0.8462897526501767,12.553205710188037,13.079457964073546,391,0
LOAN200581,CUST106291,Auto Loan,50000.0,12.95,84,Education,55,296100.0,Salaried,210,1,Retail,0.16886187098953057,0.024123124427075794,12.5984558913214,10.819798284210286,521,0
LOAN200582,CUST106124,Personal Loan,261000.0,11.17,12,Home Purchase,28,649600.0,Self-Employed,70,1,Mass Affluent,0.4017857142857143,0.40178571428571425,13.384113607237287,12.472279517715116,506,0
LOAN200583,CUST107437,Education Loan,165000.0,11.14,12,Wedding,71,250000.0,Salaried,155,2,Mass Affluent,0.66,0.66,12.429220196836383,12.013706813470414,436,0
LOAN200584,CUST105066,Auto Loan,50000.0,18.17,180,Travel,49,505100.0,Salaried,138,1,Retail,0.09899029895070283,0.006599353263380189,13.132513688260163,10.819798284210286,517,0
LOAN200585,CUST102187,Business Loan,152000.0,10.2,60,Home Renovation,34,250000.0,Salaried,36,1,Retail,0.608,0.12160000000000001,12.429220196836383,11.931642378754141,370,0
LOAN200586,CUST104827,Personal Loan,89000.0,10.16,84,Debt Consolidation,50,388700.0,Salaried,232,3,Retail,0.22896835605865706,0.032709765151236726,12.870565689515162,11.39640288460621,549,0
LOAN200587,CUST105619,Personal Loan,761000.0,18.27,12,Home Renovation,29,352200.0,Salaried,103,1,Retail,2.1607041453719478,2.1607041453719478,12.771957314336067,13.542389950903406,335,0
LOAN200588,CUST101077,Home Loan,140000.0,17.37,60,Medical Expense,29,250000.0,Salaried,102,1,HNWI,0.56,0.11200000000000002,12.429220196836383,11.849404844423074,439,0
LOAN200589,CUST101828,Education Loan,103000.0,17.77,48,Education,54,250000.0,Self-Employed,207,4,Retail,0.412,0.10300000000000001,12.429220196836383,11.542493975902508,492,0
LOAN200590,CUST103191,Auto Loan,350000.0,16.21,120,Travel,57,344700.0,Salaried,32,2,Retail,1.015375689004932,0.10153756890049317,12.750432653574146,12.765691290604371,445,0
LOAN200591,CUST107152,Education Loan,131000.0,14.29,12,Home Purchase,28,306100.0,Salaried,165,4,Retail,0.4279647174126103,0.4279647174126103,12.631670391834408,11.782960235741939,534,0
LOAN200592,CUST106361,Auto Loan,120000.0,16.46,180,Education,71,283800.0,Salaried,133,1,Mass Affluent,0.42283298097251587,0.02818886539816772,12.556028567310046,11.695255355062795,478,0
LOAN200593,CUST105448,Education Loan,420000.0,15.96,180,Travel,44,250000.0,Salaried,69,1,Mass Affluent,1.68,0.11200000000000002,12.429220196836383,12.948012371209098,401,0
LOAN200594,CUST105588,Auto Loan,426000.0,16.64,240,Education,64,250000.0,Salaried,25,1,Mass Affluent,1.704,0.08520000000000001,12.429220196836383,12.962196972666593,326,0
LOAN200595,CUST104706,Education Loan,518000.0,16.05,180,Education,46,263300.0,Salaried,127,2,Retail,1.967337637675655,0.13115584251171034,12.481053143426296,13.157732451741687,414,0
LOAN200596,CUST106280,Education Loan,271000.0,14.25,240,Business Expansion,21,490000.0,Business Owner,82,5,Retail,0.5530612244897959,0.027653061224489794,13.102162710901053,12.509877789891931,529,0
LOAN200597,CUST101004,Auto Loan,440000.0,13.18,24,Wedding,27,1476600.0,Self-Employed,41,2,Retail,0.2979818501963971,0.14899092509819856,14.20525338283845,12.994532278619134,618,0
LOAN200598,CUST105491,Auto Loan,186000.0,15.64,240,Travel,63,478000.0,Self-Employed,202,1,HNWI,0.3891213389121339,0.019456066945606695,13.077368103521614,12.133507329024972,531,0
LOAN200599,CUST104999,Education Loan,817000.0,9.87,84,Wedding,47,257100.0,Self-Employed,198,1,Mass Affluent,3.177751847530144,0.45396454964716343,12.457224282783562,13.613395597831598,326,0
LOAN200600,CUST102419,Business Loan,58000.0,15.51,24,Vehicle Purchase,43,354600.0,Salaried,86,2,Retail,0.16356457980823463,0.08178228990411732,12.77874849269723,10.968215530759236,367,0
LOAN200601,CUST105850,Personal Loan,179000.0,18.38,36,Education,30,689300.0,Salaried,22,1,Mass Affluent,0.2596837371246192,0.0865612457082064,13.443433319619826,12.095146671399466,549,0
LOAN200602,CUST103643,Education Loan,147000.0,8.94,60,Education,47,250000.0,Salaried,190,1,Retail,0.588,0.11760000000000001,12.429220196836383,11.898194668458823,537,0
LOAN200603,CUST102403,Business Loan,173000.0,9.89,12,Vehicle Purchase,50,250000.0,Self-Employed,128,1,HNWI,0.692,0.6920000000000001,12.429220196836383,12.06105265381003,394,0
LOAN200604,CUST103388,Home Loan,100000.0,10.27,240,Vehicle Purchase,36,565600.0,Salaried,108,2,Mass Affluent,0.1768033946251768,0.00884016973125884,13.245644161596884,11.51293546492023,476,0
LOAN200605,CUST106453,Personal Loan,175000.0,8.51,120,Medical Expense,57,261300.0,Salaried,119,2,Corporate,0.6697282816685802,0.06697282816685801,12.473428278520133,12.07254696717504,363,1
LOAN200606,CUST106895,Home Loan,50000.0,10.49,84,Medical Expense,61,728000.0,Self-Employed,181,3,Retail,0.06868131868131869,0.009811616954474097,13.498057700804253,10.819798284210286,555,0
LOAN200607,CUST102965,Home Loan,129000.0,10.53,180,Home Renovation,53,371900.0,Salaried,125,2,HNWI,0.34686743748319443,0.023124495832212957,12.82638296880441,11.767575435251748,500,1
LOAN200608,CUST103861,Auto Loan,152000.0,11.22,24,Wedding,55,250000.0,Salaried,204,2,Corporate,0.608,0.304,12.429220196836383,11.931642378754141,401,0
LOAN200609,CUST104657,Education Loan,153000.0,16.95,12,Home Renovation,51,250000.0,Business Owner,99,2,Retail,0.612,0.612,12.429220196836383,11.938199736300925,306,1
LOAN200610,CUST100402,Auto Loan,140000.0,13.88,12,Debt Consolidation,38,250000.0,Salaried,89,1,Mass Affluent,0.56,0.56,12.429220196836383,11.849404844423074,385,0
LOAN200611,CUST107569,Education Loan,50000.0,14.2,48,Travel,49,250000.0,Salaried,234,3,Corporate,0.2,0.05000000000000001,12.429220196836383,10.819798284210286,419,0
LOAN200612,CUST100030,Personal Loan,165000.0,17.15,48,Home Purchase,45,254700.0,Salaried,150,2,Retail,0.6478209658421673,0.16195524146054183,12.447845587147512,12.013706813470414,392,0
LOAN200613,CUST107204,Auto Loan,299000.0,12.32,60,Business Expansion,21,500200.0,Retired,153,4,Retail,0.5977608956417433,0.11955217912834865,13.122765296623978,12.608202196848836,462,0
LOAN200614,CUST103859,Business Loan,122000.0,18.21,120,Debt Consolidation,44,250000.0,Student,79,1,SME,0.488,0.0488,12.429220196836383,11.711784520403112,318,1
LOAN200615,CUST101175,Auto Loan,125000.0,10.53,24,Wedding,39,521200.0,Retired,127,2,Retail,0.23983115886415962,0.1199155794320798,13.163891042880257,11.736077016252437,471,1
LOAN200616,CUST103702,Home Loan,290000.0,15.42,24,Vehicle Purchase,34,250000.0,Self-Employed,75,5,Retail,1.16,0.5800000000000001,12.429220196836383,12.577639650232573,300,1
LOAN200617,CUST102285,Business Loan,87000.0,13.38,60,Vehicle Purchase,65,396700.0,Salaried,135,2,Retail,0.21930930173934962,0.04386186034786992,12.890938127295817,11.373674891823535,646,0
LOAN200618,CUST105955,Business Loan,53000.0,13.8,84,Travel,59,286700.0,Student,89,3,Retail,0.1848622253226369,0.026408889331805272,12.566195139831894,10.87806606028079,537,0
LOAN200619,CUST100446,Personal Loan,211000.0,9.8,48,Travel,37,250000.0,Salaried,38,1,Mass Affluent,0.844,0.211,12.429220196836383,12.259618151783465,323,0
LOAN200620,CUST101000,Personal Loan,200000.0,13.97,36,Education,64,366000.0,Salaried,27,3,Retail,0.546448087431694,0.18214936247723135,12.810391344620207,12.206077645517674,465,0
LOAN200621,CUST103138,Home Loan,373000.0,11.52,240,Business Expansion,46,531800.0,Salaried,172,1,HNWI,0.7013915005641218,0.035069575028206096,13.184024638195456,12.829336379587506,519,0
LOAN200622,CUST100113,Home Loan,77000.0,14.21,36,Vehicle Purchase,45,287700.0,Salaried,225,1,Retail,0.26763990267639903,0.089213300892133,12.56967702537649,11.251573687764477,451,0
LOAN200623,CUST102375,Auto Loan,54000.0,14.66,12,Home Renovation,74,250000.0,Self-Employed,172,2,Retail,0.216,0.21600000000000003,12.429220196836383,10.896757843893464,430,0
LOAN200624,CUST103279,Home Loan,50000.0,11.21,36,Wedding,60,250000.0,Salaried,71,1,SME,0.2,0.06666666666666667,12.429220196836383,10.819798284210286,385,0
LOAN200625,CUST101693,Business Loan,367000.0,14.06,24,Business Expansion,42,250000.0,Business Owner,171,3,Retail,1.468,0.734,12.429220196836383,12.813119851828635,362,0
LOAN200626,CUST102799,Education Loan,203000.0,13.55,180,Debt Consolidation,42,250000.0,Salaried,199,1,Mass Affluent,0.812,0.05413333333333334,12.429220196836383,12.220966184120165,355,1
LOAN200627,CUST105417,Auto Loan,256000.0,11.89,60,Business Expansion,30,573600.0,Self-Employed,22,1,HNWI,0.44630404463040446,0.0892608089260809,13.259689311641202,12.45293662970407,418,0
LOAN200628,CUST104345,Education Loan,224000.0,12.93,180,Home Renovation,48,446800.0,Salaried,97,2,Retail,0.5013428827215757,0.03342285884810504,13.009868584312548,12.319405795112926,446,0
LOAN200629,CUST105523,Auto Loan,88000.0,15.01,84,Education,70,250000.0,Self-Employed,30,3,Retail,0.352,0.050285714285714295,12.429220196836383,11.385103457032141,420,0
LOAN200630,CUST103181,Personal Loan,76000.0,12.47,84,Wedding,31,331900.0,Salaried,134,2,Corporate,0.22898463392588128,0.032712090560840186,12.712592010659236,11.23850177707664,510,0
LOAN200631,CUST104730,Personal Loan,382000.0,9.96,60,Vehicle Purchase,70,534700.0,Business Owner,164,2,Retail,0.7144193005423602,0.14288386010847204,13.189462991142667,12.853178505386333,535,0
LOAN200632,CUST104095,Education Loan,176000.0,10.99,120,Medical Expense,50,287100.0,Retired,65,3,Retail,0.6130268199233716,0.06130268199233717,12.56758934921002,12.07824495582233,375,0
LOAN200633,CUST101046,Auto Loan,96000.0,14.86,180,Wedding,33,1484200.0,Salaried,191,1,Mass Affluent,0.06468130979652338,0.004312087319768226,14.210387138281586,11.472113887062386,716,0
LOAN200634,CUST106099,Home Loan,128000.0,15.8,240,Vehicle Purchase,34,268500.0,Salaried,209,1,Retail,0.4767225325884544,0.02383612662942272,12.500609917318906,11.759793355371237,508,0
LOAN200635,CUST100445,Auto Loan,116000.0,13.89,48,Wedding,56,250000.0,Salaried,39,3,Retail,0.464,0.116,12.429220196836383,11.661354090741,349,0
LOAN200636,CUST106367,Education Loan,187000.0,13.68,60,Home Purchase,30,468300.0,Salaried,88,3,Mass Affluent,0.39931667734358317,0.07986333546871663,13.056866530552654,12.138869243416009,572,0
LOAN200637,CUST106857,Auto Loan,271000.0,14.84,12,Business Expansion,70,315800.0,Salaried,38,3,SME,0.8581380620645979,0.8581380620645978,12.66286754735978,12.509877789891931,445,0
LOAN200638,CUST100459,Business Loan,292000.0,16.98,84,Business Expansion,26,269700.0,Business Owner,39,3,Retail,1.0826844642195033,0.15466920917421473,12.505069216944454,12.584512505902088,330,0
LOAN200639,CUST100262,Education Loan,147000.0,13.09,240,Business Expansion,37,498700.0,Salaried,69,3,Mass Affluent,0.2947663926208141,0.014738319631040706,13.119761996745758,11.898194668458823,511,0
LOAN200640,CUST106127,Education Loan,97000.0,9.33,60,Business Expansion,68,250000.0,Salaried,226,3,Retail,0.388,0.0776,12.429220196836383,11.48247656671073,487,0
LOAN200641,CUST102440,Business Loan,568000.0,14.58,12,Business Expansion,40,689000.0,Salaried,53,2,Retail,0.8243831640058055,0.8243831640058056,13.442998001373553,13.249878458265119,462,0
LOAN200642,CUST104538,Auto Loan,840000.0,10.48,60,Medical Expense,66,297700.0,Salaried,20,5,Retail,2.82163251595566,0.5643265031911321,12.603844906084554,13.641158361294979,323,0
LOAN200643,CUST102618,Education Loan,63000.0,9.7,12,Business Expansion,56,250000.0,Salaried,132,2,Retail,0.252,0.252,12.429220196836383,11.050905878263567,356,0
LOAN200644,CUST102843,Business Loan,135000.0,14.72,48,Medical Expense,47,325500.0,Self-Employed,224,2,Mass Affluent,0.4147465437788018,0.10368663594470046,12.693120812822663,11.813037464800539,430,0
LOAN200645,CUST100095,Education Loan,130000.0,10.66,48,Vehicle Purchase,36,250000.0,Salaried,177,3,Retail,0.52,0.13,12.429220196836383,11.775297421715827,431,1
LOAN200646,CUST106570,Personal Loan,104000.0,11.7,180,Business Expansion,66,526500.0,Salaried,101,3,HNWI,0.19753086419753085,0.013168724279835392,13.174008509889596,11.552155793461898,498,0
LOAN200647,CUST100733,Home Loan,78000.0,14.03,48,Vehicle Purchase,62,250000.0,Business Owner,46,4,Corporate,0.312,0.078,12.429220196836383,11.264476926102367,363,0
LOAN200648,CUST103964,Auto Loan,281000.0,11.81,36,Business Expansion,31,250000.0,Self-Employed,175,3,Retail,1.124,0.3746666666666667,12.429220196836383,12.546113507028412,418,0
LOAN200649,CUST104213,Auto Loan,347000.0,11.45,180,Business Expansion,59,270200.0,Salaried,211,2,Retail,1.2842339008142116,0.08561559338761411,12.506921405463638,12.757082940769225,330,0
LOAN200650,CUST107231,Personal Loan,121000.0,16.28,36,Medical Expense,58,250000.0,Salaried,211,2,HNWI,0.484,0.16133333333333336,12.429220196836383,11.703554089007538,471,0
LOAN200651,CUST102542,Home Loan,96000.0,9.68,84,Home Purchase,72,250000.0,Self-Employed,18,2,Mass Affluent,0.384,0.05485714285714286,12.429220196836383,11.472113887062386,319,0
LOAN200652,CUST104902,Personal Loan,74000.0,12.97,60,Travel,54,644000.0,Salaried,102,2,Mass Affluent,0.11490683229813664,0.02298136645962733,13.375455557880317,11.211833885608513,551,0
LOAN200653,CUST103841,Personal Loan,156000.0,17.57,120,Home Renovation,47,250000.0,Salaried,87,4,Mass Affluent,0.624,0.062400000000000004,12.429220196836383,11.957617696467539,395,1
LOAN200654,CUST105571,Home Loan,61000.0,14.66,120,Debt Consolidation,58,496800.0,Salaried,120,1,Retail,0.12278582930756844,0.012278582930756843,13.115944822481827,11.0186455364637,590,0
LOAN200655,CUST101639,Auto Loan,252000.0,15.93,180,Home Renovation,35,291500.0,Salaried,85,1,Retail,0.8644939965694682,0.05763293310463122,12.582798715298532,12.437188334739655,443,0
LOAN200656,CUST100340,Business Loan,78000.0,8.83,12,Debt Consolidation,55,250000.0,Salaried,51,1,Retail,0.312,0.312,12.429220196836383,11.264476926102367,584,1
LOAN200657,CUST106835,Auto Loan,283000.0,17.05,120,Education,63,250000.0,Salaried,88,1,HNWI,1.132,0.11320000000000001,12.429220196836383,12.553205710188037,377,0
LOAN200658,CUST103426,Education Loan,112000.0,15.82,48,Debt Consolidation,46,474000.0,Salaried,129,2,Corporate,0.23628691983122363,0.059071729957805914,13.06896471037963,11.626263078808801,506,0
LOAN200659,CUST100104,Business Loan,407000.0,14.59,24,Business Expansion,64,512100.0,Self-Employed,8,3,Mass Affluent,0.7947666471392306,0.39738332356961525,13.14627715019234,12.91657092142417,376,0
LOAN200660,CUST105781,Home Loan,50000.0,15.2,60,Debt Consolidation,28,250000.0,Salaried,10,2,Corporate,0.2,0.04,12.429220196836383,10.819798284210286,384,0
LOAN200661,CUST107731,Education Loan,169000.0,10.74,24,Business Expansion,38,250000.0,Business Owner,158,3,Retail,0.676,0.338,12.429220196836383,12.037659911047468,363,0
LOAN200662,CUST107267,Business Loan,112000.0,11.24,48,Medical Expense,43,348000.0,Salaried,108,2,Retail,0.3218390804597701,0.08045977011494253,12.759960632315702,11.626263078808801,510,0
LOAN200663,CUST107884,Home Loan,279000.0,9.27,120,Home Purchase,65,424300.0,Self-Employed,46,2,Retail,0.657553617723309,0.06575536177233089,12.958198388010642,12.53897064502647,410,0
LOAN200664,CUST106970,Business Loan,73000.0,8.84,12,Debt Consolidation,31,250000.0,Business Owner,42,1,Retail,0.292,0.292,12.429220196836383,11.19822841866684,337,0
LOAN200665,CUST104684,Business Loan,124000.0,14.16,12,Wedding,48,250000.0,Salaried,199,5,Retail,0.496,0.49600000000000005,12.429220196836383,11.728044909070785,627,0
LOAN200666,CUST102423,Business Loan,168000.0,14.39,24,Education,65,290700.0,Salaried,208,1,SME,0.5779153766769866,0.2889576883384933,12.580050526513531,12.031725210748633,410,1
LOAN200667,CUST103692,Home Loan,56000.0,12.06,12,Business Expansion,31,250000.0,Self-Employed,110,2,Retail,0.224,0.22400000000000003,12.429220196836383,10.933124826700707,460,0
LOAN200668,CUST106301,Education Loan,887000.0,13.58,120,Home Purchase,21,305500.0,Salaried,80,3,Retail,2.9034369885433717,0.2903436988543372,12.629708330910852,13.695601388686796,357,1
LOAN200669,CUST102429,Personal Loan,198000.0,9.63,24,Education,35,250000.0,Business Owner,200,1,Mass Affluent,0.792,0.396,12.429220196836383,12.19602736016897,375,0
LOAN200670,CUST101914,Business Loan,777000.0,18.22,36,Travel,38,315100.0,Salaried,173,2,SME,2.465883846397969,0.8219612821326563,12.660648501336015,13.563196916350243,464,0
LOAN200671,CUST102019,Business Loan,99000.0,11.35,12,Medical Expense,45,266500.0,Salaried,44,2,Corporate,0.3714821763602251,0.3714821763602252,12.493133274926212,11.502885230075814,461,0
LOAN200672,CUST100284,Business Loan,160000.0,16.37,48,Debt Consolidation,44,250000.0,Self-Employed,58,1,Mass Affluent,0.64,0.16,12.429220196836383,11.982935344196433,397,1
LOAN200673,CUST104138,Business Loan,86000.0,10.49,24,Wedding,68,250000.0,Salaried,163,5,Retail,0.344,0.17200000000000001,12.429220196836383,11.362114203075018,425,0
LOAN200674,CUST100721,Home Loan,558000.0,8.6,48,Vehicle Purchase,71,250000.0,Salaried,56,5,Retail,2.232,0.558,12.429220196836383,13.232116033476537,321,1
LOAN200675,CUST104281,Home Loan,139000.0,15.77,120,Wedding,69,250000.0,Salaried,121,2,Corporate,0.556,0.0556,12.429220196836383,11.842236406331555,522,0
LOAN200676,CUST106083,Auto Loan,194000.0,11.17,180,Wedding,70,250000.0,Salaried,195,2,Mass Affluent,0.776,0.05173333333333334,12.429220196836383,12.175618592671356,397,0
LOAN200677,CUST103498,Business Loan,50000.0,17.49,84,Education,27,267400.0,Salaried,38,4,Retail,0.1869857890800299,0.026712255582861416,12.496504683358769,10.819798284210286,379,0
LOAN200678,CUST102878,Auto Loan,671000.0,18.38,84,Wedding,68,250000.0,Student,171,1,Retail,2.684,0.38342857142857145,12.429220196836383,13.416525906265674,375,0
LOAN200679,CUST106772,Personal Loan,90000.0,13.5,180,Medical Expense,73,250000.0,Salaried,61,1,Retail,0.36,0.024,12.429220196836383,11.407576060361786,374,0
LOAN200680,CUST101961,Business Loan,50000.0,14.19,240,Education,74,321200.0,Retired,118,2,Retail,0.15566625155666253,0.007783312577833126,12.679822374374929,10.819798284210286,438,0
LOAN200681,CUST102770,Business Loan,137000.0,9.3,84,Medical Expense,56,273500.0,Salaried,25,1,Retail,0.5009140767824497,0.07155915382606425,12.519060557144618,11.827743504053695,321,0
LOAN200682,CUST101914,Personal Loan,999000.0,11.41,180,Vehicle Purchase,38,315100.0,Salaried,173,2,SME,3.17042208822596,0.21136147254839735,12.660648501336015,13.81451105863119,354,0
LOAN200683,CUST106114,Business Loan,467000.0,15.29,24,Medical Expense,31,250000.0,Salaried,143,1,Retail,1.868,0.9339999999999999,12.429220196836383,13.054086677976365,419,1
LOAN200684,CUST103290,Home Loan,175000.0,16.47,180,Wedding,42,299800.0,Salaried,193,3,HNWI,0.5837224816544363,0.038914832110295755,12.61087420020211,12.07254696717504,513,0
LOAN200685,CUST107229,Personal Loan,58000.0,12.97,12,Wedding,53,1150800.0,Salaried,149,4,Retail,0.05039972193256865,0.05039972193256864,13.955968779619875,10.968215530759236,611,0
LOAN200686,CUST100818,Auto Loan,257000.0,9.56,60,Business Expansion,56,250000.0,Self-Employed,189,4,Retail,1.028,0.2056,12.429220196836383,12.456835254920371,474,0
LOAN200687,CUST107185,Home Loan,130000.0,11.42,12,Business Expansion,64,250000.0,Business Owner,44,2,Mass Affluent,0.52,0.52,12.429220196836383,11.775297421715827,492,0
LOAN200688,CUST101753,Education Loan,122000.0,15.2,12,Business Expansion,42,250000.0,Salaried,90,4,Retail,0.488,0.488,12.429220196836383,11.711784520403112,467,0
LOAN200689,CUST106724,Home Loan,94000.0,8.54,12,Education,35,250000.0,Salaried,65,1,Retail,0.376,0.376,12.429220196836383,11.451060699493427,406,0
LOAN200690,CUST104221,Personal Loan,150000.0,11.83,24,Vehicle Purchase,49,250000.0,Self-Employed,13,5,Mass Affluent,0.6,0.30000000000000004,12.429220196836383,11.918397239722838,382,0
LOAN200691,CUST103455,Education Loan,91000.0,16.19,120,Business Expansion,67,821700.0,Salaried,169,1,SME,0.1107460143604722,0.011074601436047219,13.619131860907707,11.418625774449598,581,0
LOAN200692,CUST105717,Education Loan,62000.0,12.63,240,Education,61,494600.0,Self-Employed,178,4,Mass Affluent,0.1253538212697129,0.006267691063485645,13.111506655903236,11.034905792929415,612,0
LOAN200693,CUST104915,Business Loan,232000.0,14.97,24,Travel,26,359600.0,Self-Employed,52,2,Retail,0.6451612903225806,0.3225806451612903,12.792750362443366,12.354496960983985,491,0
LOAN200694,CUST101442,Personal Loan,217000.0,16.91,60,Business Expansion,71,250000.0,Salaried,185,4,Retail,0.868,0.1736,12.429220196836383,12.28765724080691,360,1
LOAN200695,CUST100027,Auto Loan,517000.0,10.69,12,Education,65,272100.0,Salaried,130,1,Mass Affluent,1.9000367511944138,1.9000367511944138,12.513928599884025,13.155800087724673,406,1
LOAN200696,CUST106091,Personal Loan,237000.0,15.27,84,Business Expansion,73,377800.0,Business Owner,203,4,Mass Affluent,0.6273160402329275,0.0896165771761325,12.842122880949166,12.37581963951765,603,0
LOAN200697,CUST107205,Education Loan,84000.0,15.85,84,Debt Consolidation,48,431600.0,Salaried,117,3,HNWI,0.19462465245597776,0.027803521779425397,12.97525682932358,11.338583982516495,489,0
LOAN200698,CUST103349,Education Loan,50000.0,18.42,48,Debt Consolidation,63,263100.0,Salaried,23,1,Retail,0.19004180919802358,0.047510452299505894,12.480293267857345,10.819798284210286,351,1
LOAN200699,CUST101438,Auto Loan,248000.0,12.94,48,Travel,38,250000.0,Salaried,195,2,Retail,0.992,0.24800000000000003,12.429220196836383,12.421188057397055,418,0
LOAN200700,CUST105169,Personal Loan,273000.0,10.79,12,Travel,21,250000.0,Salaried,204,1,Retail,1.092,1.092,12.429220196836383,12.51723073716405,505,0
LOAN200701,CUST100846,Business Loan,50000.0,16.76,48,Travel,29,250000.0,Self-Employed,206,3,Retail,0.2,0.05000000000000001,12.429220196836383,10.819798284210286,410,0
