entity_id,entity_type,country,doc_type,doc_verified,num_bank_accounts,txn_volume_monthly,has_pep_link,has_sanction_link,adverse_media_hits,years_in_business,ownership_transparency,txn_volume_log,high_risk_country,risk_score,risk_category,alert_flag
ENT301794,Individual,Switzerland,PAN,1,5,82200.0,0,0,2,1,High,11.316922746420394,0,16,Low,0
ENT301795,Individual,India,Aadhaar,1,2,21500.0,0,0,1,3,Medium,9.975854724662028,0,8,Low,0
ENT301796,Corporate,Cyprus,PAN,0,2,56100.0,0,0,3,18,High,10.934908916663861,1,41,High,1
ENT301797,Individual,India,PAN,1,7,99200.0,0,0,0,6,Low,11.504903373867316,0,6,Low,0
ENT301798,Individual,UAE,Passport,1,3,167800.0,0,0,1,2,Medium,12.030534032473051,0,8,Low,0
ENT301799,Individual,Seychelles,Driving License,1,6,15600.0,0,0,0,25,High,9.65509029374725,1,12,Low,0
ENT301800,Individual,USA,PAN,1,7,84300.0,0,0,0,19,High,11.342149006315793,0,0,Low,0
ENT301801,Individual,UAE,Driving License,1,3,169300.0,0,0,0,10,Low,12.039433474778324,0,6,Low,0
ENT301802,Corporate,Cayman Islands,PAN,1,6,289700.0,0,0,0,7,High,12.576604635598223,1,12,Low,0
ENT301803,Partnership,USA,Driving License,1,4,76300.0,0,0,0,15,Medium,11.242441323346558,0,0,Low,0
ENT301804,Individual,Hong Kong,Aadhaar,1,6,106600.0,0,0,0,15,Medium,11.576848171532921,0,0,Low,0
ENT301805,Corporate,UK,Voter ID,1,7,213400.0,0,0,0,13,High,12.270928303874424,0,0,Low,0
ENT301806,Individual,Seychelles,Aadhaar,1,5,206400.0,0,0,1,5,High,12.237576157539047,1,20,Low,0
ENT301807,Corporate,India,PAN,1,3,396000.0,0,0,2,24,High,12.889172015485954,0,16,Low,0
ENT301808,Corporate,Seychelles,Passport,1,6,21400.0,0,0,0,8,High,9.97119292889014,1,12,Low,0
ENT301809,Individual,China,Passport,1,4,416000.0,0,0,0,21,Medium,12.938442943086665,0,0,Low,0
ENT301810,Corporate,India,Passport,1,5,10000.0,0,0,0,21,Medium,9.210440366976517,0,0,Low,0
ENT301811,Corporate,Germany,Aadhaar,1,2,223000.0,0,0,2,17,Medium,12.314931534737134,0,16,Low,0
ENT301812,Trust,Cyprus,PAN,1,7,27500.0,0,0,0,19,High,10.221977646629885,1,12,Low,0
ENT301813,Corporate,Seychelles,Driving License,1,4,219300.0,0,0,0,7,High,12.298200494359103,1,12,Low,0
ENT301814,Corporate,USA,Passport,1,6,112800.0,0,0,1,7,Medium,11.633380483255026,0,8,Low,0
ENT301815,Individual,UAE,Voter ID,1,1,410700.0,0,0,0,6,High,12.925620734808986,0,0,Low,0
ENT301816,Partnership,Seychelles,Passport,1,1,23100.0,0,0,0,3,Low,10.047631185616188,1,18,Low,0
ENT301817,Individual,BVI,Passport,1,7,72900.0,0,0,0,19,High,11.196857635323791,1,12,Low,0
ENT301818,Individual,Mauritius,Passport,1,3,11500.0,0,0,0,21,Low,9.350189267092581,1,18,Low,0
ENT301819,Individual,BVI,Driving License,1,5,33300.0,0,0,0,21,Medium,10.413342705547674,1,12,Low,0
ENT301820,Corporate,Switzerland,Passport,1,2,42200.0,0,0,0,27,High,10.650199196425806,0,0,Low,0
ENT301821,Corporate,India,Voter ID,1,3,14100.0,0,0,0,8,Medium,9.55400099583723,0,0,Low,0
ENT301822,Individual,Germany,Aadhaar,1,3,33600.0,0,0,0,29,High,10.422311107413181,0,0,Low,0
ENT301823,Individual,Panama,Voter ID,0,6,55300.0,0,0,0,8,High,10.920546270529568,1,17,Low,0
ENT301824,Individual,Panama,Voter ID,1,5,71200.0,0,0,0,11,Medium,11.173262142245258,1,12,Low,0
ENT301825,Individual,Singapore,Voter ID,1,7,54800.0,0,0,0,17,High,10.911463720944793,0,0,Low,0
ENT301826,Individual,Cayman Islands,Aadhaar,1,1,4600.0,0,0,0,12,Medium,8.434028950155469,1,12,Low,0
ENT301827,Corporate,Panama,Passport,1,6,76400.0,0,0,3,11,High,11.243751064074187,1,36,Medium,0
ENT301828,Individual,USA,Driving License,1,3,1974500.0,0,0,0,3,Medium,14.495826266166043,0,1,Low,0
ENT301829,Partnership,Seychelles,Driving License,1,6,126000.0,0,0,0,28,High,11.744045122410057,1,12,Low,0
ENT301830,Partnership,UK,PAN,1,7,13800.0,0,0,0,17,Medium,9.53249633228804,0,0,Low,0
ENT301831,Individual,Cyprus,Aadhaar,1,5,39600.0,0,0,0,5,High,10.586609649448985,1,12,Low,0
ENT301832,Corporate,Mauritius,Aadhaar,0,6,7900.0,0,0,0,2,High,8.974744612722734,1,17,Low,0
ENT301833,Individual,Germany,Passport,1,5,258300.0,0,1,0,10,High,12.461880850543723,0,40,Medium,1
ENT301834,Corporate,BVI,Voter ID,1,7,22500.0,0,0,0,24,High,10.021315031649332,1,12,Low,0
ENT301835,Individual,Germany,Passport,1,3,48400.0,1,0,0,4,Low,10.78727575364831,0,21,Medium,1
ENT301836,Individual,India,Driving License,1,3,15900.0,0,0,0,26,High,9.674137279312397,0,0,Low,0
ENT301837,Individual,Germany,Passport,1,4,174000.0,0,0,0,26,Medium,12.066816325306588,0,0,Low,0
ENT301838,Corporate,Singapore,PAN,1,1,57800.0,1,0,0,15,Low,10.96476135554887,0,21,Medium,1
ENT301839,Trust,Germany,Passport,1,6,138400.0,0,0,0,5,High,11.837910547573129,0,0,Low,0
ENT301840,Corporate,Singapore,Aadhaar,1,2,36000.0,0,0,0,11,High,10.491301994830229,0,0,Low,0
ENT301841,Corporate,Seychelles,Aadhaar,1,5,68100.0,0,0,0,25,Medium,11.128747176317603,1,12,Low,0
ENT301842,Individual,Panama,Driving License,1,4,62900.0,0,0,1,2,Medium,11.049317340813348,1,20,Low,0
ENT301843,Corporate,Hong Kong,Aadhaar,1,4,23800.0,0,0,0,26,Medium,10.077482875583607,0,0,Low,0
ENT301844,Individual,China,Aadhaar,1,6,650800.0,0,0,0,24,High,13.385959190896214,0,0,Low,0
ENT301845,Individual,Germany,Voter ID,0,6,314700.0,0,0,1,14,Low,12.659378260676938,0,19,Low,0
ENT301846,Partnership,Panama,Aadhaar,1,4,10200.0,0,0,0,16,High,9.23024103368252,1,12,Low,0
ENT301847,Corporate,Seychelles,Passport,1,3,70500.0,0,0,2,7,High,11.163382173096926,1,28,Medium,0
ENT301848,Corporate,Panama,Aadhaar,1,5,40500.0,0,0,1,8,Medium,10.609081944147828,1,20,Low,0
ENT301849,Corporate,Germany,Driving License,1,2,51100.0,0,0,0,11,High,10.841559345471941,0,0,Low,0
ENT301850,Individual,UK,PAN,1,2,50100.0,0,0,2,9,High,10.821796246953596,0,16,Low,0
ENT301851,Individual,Cyprus,Passport,1,4,426400.0,0,0,0,8,Medium,12.963135497046782,1,12,Low,0
ENT301852,Corporate,Cayman Islands,Voter ID,1,4,75900.0,0,0,0,3,High,11.237185138527495,1,12,Low,0
ENT301853,Corporate,Mauritius,PAN,1,7,38000.0,0,0,0,18,High,10.545367754151743,1,12,Low,0
ENT301854,Individual,Germany,PAN,1,5,141000.0,0,0,0,13,Medium,11.856522261533737,0,0,Low,0
ENT301855,Corporate,Germany,Aadhaar,1,4,24800.0,0,0,0,20,High,10.118639253920785,0,0,Low,0
ENT301856,Individual,Mauritius,Passport,1,2,314500.0,0,0,0,25,High,12.658742534767816,1,12,Low,0
ENT301857,Individual,China,Voter ID,1,4,8100.0,0,0,2,4,Medium,8.999742789830492,0,16,Low,0
ENT301858,Partnership,Cyprus,PAN,1,3,12600.0,0,0,1,29,High,9.441531454869693,1,20,Low,0
ENT301859,Individual,UK,PAN,1,2,190800.0,0,0,0,18,Medium,12.158986279072735,0,0,Low,0
ENT301860,Individual,Germany,Aadhaar,1,3,92800.0,0,0,0,14,Medium,11.438212694578302,0,0,Low,0
ENT301861,Corporate,BVI,Aadhaar,1,3,79900.0,0,1,0,12,Medium,11.288543647320601,1,52,High,1
ENT301862,Partnership,China,Voter ID,1,4,167800.0,0,0,3,22,Low,12.030534032473051,0,30,Medium,0
ENT301863,Trust,BVI,Driving License,1,1,80300.0,0,0,0,2,Low,11.293537353157436,1,18,Low,0
ENT301864,Individual,Germany,Driving License,1,2,145700.0,0,0,0,9,High,11.889311855577725,0,0,Low,0
ENT301865,Individual,USA,PAN,1,7,185300.0,0,0,1,19,High,12.129736808912964,0,8,Low,0
ENT301866,Individual,BVI,PAN,1,5,27900.0,0,0,0,29,Medium,10.236417809461043,1,12,Low,0
ENT301867,Individual,Mauritius,PAN,0,3,124300.0,0,0,0,16,Medium,11.730461322518734,1,17,Low,0
ENT301868,Corporate,UK,PAN,1,1,684400.0,0,0,0,10,Medium,13.436299282132948,0,0,Low,0
ENT301869,Individual,Hong Kong,Aadhaar,1,2,15300.0,0,0,0,16,Medium,9.635673464721814,0,0,Low,0
ENT301870,Corporate,Switzerland,Voter ID,1,6,9700.0,0,0,0,10,High,9.179984251961283,0,0,Low,0
ENT301871,Individual,UAE,Driving License,1,5,55200.0,0,0,0,8,High,10.918736348043124,0,0,Low,0
ENT301872,Corporate,Cayman Islands,Driving License,1,1,40600.0,0,0,0,20,Low,10.611547975828369,1,18,Low,0
ENT301873,Corporate,Seychelles,Voter ID,1,4,65000.0,0,1,0,25,High,11.082157933374816,1,52,High,1
ENT301874,Trust,Cayman Islands,PAN,1,7,19400.0,0,0,0,20,Medium,9.873079890114703,1,12,Low,0
ENT301875,Partnership,UK,PAN,1,2,27500.0,0,0,0,5,Medium,10.221977646629885,0,0,Low,0
ENT301876,Individual,Cayman Islands,PAN,1,7,118600.0,0,0,0,8,High,11.68352019721342,1,12,Low,0
ENT301877,Individual,Seychelles,Passport,1,6,186500.0,0,0,0,12,Medium,12.136191879981927,1,12,Low,0
ENT301878,Individual,Panama,Driving License,1,3,108900.0,0,0,1,19,Medium,11.598194491615347,1,20,Low,0
ENT301879,Corporate,Switzerland,Passport,1,7,90900.0,0,0,1,15,Medium,11.417526281205168,0,8,Low,0
ENT301880,Individual,India,Driving License,1,3,19700.0,1,0,1,2,High,9.888424674859083,0,23,Medium,1
ENT301881,Individual,Cyprus,Passport,1,6,11000.0,0,0,0,23,High,9.305741456739435,1,12,Low,0
ENT301882,Individual,USA,PAN,1,2,49800.0,0,0,0,26,High,10.815790343132422,0,0,Low,0
ENT301883,Individual,Singapore,Voter ID,1,7,181500.0,0,0,0,13,High,12.109016442313738,0,0,Low,0
ENT301884,Corporate,UAE,Voter ID,1,2,52100.0,0,0,0,28,High,10.860939421415225,0,0,Low,0
ENT301885,Partnership,Switzerland,Aadhaar,1,6,57700.0,0,0,0,19,Medium,10.96302978336854,0,0,Low,0
ENT301886,Corporate,Panama,Passport,1,7,19600.0,0,0,0,22,High,9.883335864325275,1,12,Low,0
ENT301887,Individual,Mauritius,PAN,0,1,16800.0,0,0,0,11,Low,9.729193687429403,1,23,Medium,0
ENT301888,Trust,Germany,PAN,1,5,202300.0,0,0,0,23,Medium,12.217511966297351,0,0,Low,0
ENT301889,Individual,Germany,Voter ID,0,5,30000.0,0,0,1,12,High,10.308985993422082,0,13,Low,0
ENT301890,Corporate,Switzerland,Driving License,1,2,153600.0,0,0,0,16,Medium,11.942113610091182,0,0,Low,0
ENT301891,Trust,Cayman Islands,PAN,1,6,87200.0,0,0,0,28,High,11.375971077721223,1,12,Low,0
ENT301892,Individual,Cayman Islands,PAN,0,7,198100.0,0,0,1,28,High,12.19653228062948,1,25,Medium,0
ENT301893,Trust,Seychelles,Aadhaar,1,5,122000.0,1,0,0,24,Medium,11.711784520403112,1,27,Medium,1
ENT301894,Trust,Seychelles,Voter ID,0,3,32300.0,0,0,0,4,High,10.382853468483827,1,17,Low,0
ENT301895,Partnership,Singapore,PAN,1,7,190800.0,0,0,2,27,High,12.158986279072735,0,16,Low,0
ENT301896,Trust,China,PAN,1,4,50600.0,0,0,0,17,High,10.831726617926124,0,0,Low,0
ENT301897,Corporate,BVI,Voter ID,1,1,254700.0,0,0,1,12,Medium,12.447845587147512,1,20,Low,0
ENT301898,Individual,India,PAN,1,7,126200.0,0,0,0,23,Low,11.745631152988125,0,6,Low,0
ENT301899,Individual,Cyprus,Driving License,1,2,11400.0,0,0,0,4,Medium,9.34145634983372,1,12,Low,0
ENT301900,Corporate,BVI,Passport,1,4,102500.0,0,0,0,18,Medium,11.537627833610571,1,12,Low,0
ENT301901,Corporate,Panama,Driving License,1,1,1344300.0,0,0,0,14,High,14.111384733323641,1,13,Low,0
ENT301902,Individual,Switzerland,Voter ID,1,2,92400.0,0,0,1,7,High,11.433893080082035,0,8,Low,0
ENT301903,Corporate,UAE,Voter ID,1,6,36700.0,0,0,1,13,Medium,10.510559281627845,0,8,Low,0
ENT301904,Corporate,UK,PAN,1,2,27200.0,0,0,3,28,Medium,10.211009016314165,0,24,Medium,0
ENT301905,Corporate,Singapore,Passport,1,1,8900.0,0,0,0,26,Medium,9.093918908958932,0,0,Low,0
ENT301906,Individual,Switzerland,PAN,1,3,14300.0,0,0,0,20,Low,9.568084743872936,0,6,Low,0
ENT301907,Corporate,China,Driving License,1,7,22900.0,1,0,0,26,High,10.038935856711177,0,15,Low,1
ENT301908,Corporate,Cyprus,Voter ID,1,5,26400.0,0,0,0,23,High,10.181157167204903,1,12,Low,0
ENT301909,Individual,India,Voter ID,1,6,32500.0,0,0,0,15,High,10.389026137075234,0,0,Low,0
ENT301910,Corporate,Cyprus,Driving License,1,7,147700.0,0,1,2,7,High,11.902945238977257,1,68,Critical,1
ENT301911,Corporate,Cyprus,Aadhaar,0,6,12200.0,0,0,2,20,High,9.409273194575334,1,33,Medium,0
ENT301912,Corporate,Mauritius,Driving License,1,5,13900.0,1,0,2,13,Medium,9.539716058977092,1,43,High,1
ENT301913,Individual,Mauritius,Passport,1,5,109500.0,0,0,0,23,Low,11.603688960617083,1,18,Low,0
ENT301914,Partnership,Germany,PAN,1,5,91100.0,0,0,2,13,Medium,11.419724060136211,0,16,Low,0
ENT301915,Individual,Cayman Islands,Passport,1,1,31700.0,0,0,1,4,Low,10.36410350510914,1,26,Medium,0
ENT301916,Individual,China,PAN,1,6,54600.0,0,0,0,28,Medium,10.907807476583594,0,0,Low,0
ENT301917,Corporate,India,Driving License,1,1,90600.0,0,0,0,17,High,11.41422052949775,0,0,Low,0
ENT301918,Individual,Seychelles,Passport,1,3,281000.0,0,0,0,1,High,12.546113507028412,1,12,Low,0
ENT301919,Corporate,Mauritius,Driving License,1,5,497000.0,0,0,0,24,High,13.116347317149176,1,12,Low,0
ENT301920,Individual,Hong Kong,Driving License,1,1,18500.0,1,0,0,10,Medium,9.825580063659602,0,15,Low,1
ENT301921,Partnership,Cayman Islands,Aadhaar,1,1,202500.0,0,0,0,18,Low,12.218500103788143,1,18,Low,0
ENT301922,Corporate,Hong Kong,Aadhaar,1,5,20800.0,0,0,2,24,Low,9.942756341456828,0,22,Medium,0
ENT301923,Corporate,Cayman Islands,PAN,1,7,565500.0,0,0,1,14,High,13.245467342883344,1,20,Low,0
ENT301924,Individual,Seychelles,Passport,1,1,47800.0,1,0,0,22,High,10.774801838762809,1,27,Medium,1
ENT301925,Corporate,USA,Voter ID,0,3,201100.0,0,0,0,3,Medium,12.211562548398803,0,5,Low,0
ENT301926,Individual,Seychelles,Passport,1,7,186600.0,0,0,0,7,High,12.136727926437826,1,12,Low,0
ENT301927,Corporate,Cayman Islands,Aadhaar,1,6,28600.0,0,0,1,25,Low,10.261196961231647,1,26,Medium,0
ENT301928,Corporate,Seychelles,Passport,1,2,88700.0,0,0,2,12,Medium,11.39302644219128,1,28,Medium,0
ENT301929,Individual,Germany,Aadhaar,1,6,205300.0,0,0,3,8,High,12.232232473915767,0,24,Medium,0
ENT301930,Corporate,Cyprus,Driving License,1,4,1149000.0,0,0,0,8,Medium,13.954403427152533,1,13,Low,0
ENT301931,Individual,China,Driving License,1,1,125900.0,0,0,0,23,Low,11.74325116281265,0,6,Low,0
ENT301932,Corporate,UAE,PAN,1,4,309600.0,0,0,0,19,Medium,12.643039650666653,0,0,Low,0
ENT301933,Trust,USA,Aadhaar,1,2,44900.0,0,0,0,11,Medium,10.712215345197256,0,0,Low,0
ENT301934,Individual,UAE,Voter ID,1,4,217200.0,0,0,0,26,Medium,12.288578471082884,0,0,Low,0
ENT301935,Individual,Singapore,Driving License,1,7,47100.0,0,0,0,28,High,10.76004951120163,0,0,Low,0
ENT301936,Individual,Germany,Passport,1,1,19200.0,1,0,3,3,High,9.862717639992917,0,39,Medium,1
ENT301937,Individual,Switzerland,PAN,1,4,11800.0,0,0,0,24,High,9.375939552625749,0,0,Low,0
ENT301938,Individual,Germany,Voter ID,0,5,1408500.0,0,0,0,17,Medium,14.158036576273464,0,6,Low,0
ENT301939,Trust,China,Driving License,1,7,161800.0,0,0,0,5,High,11.994122464057146,0,0,Low,0
ENT301940,Individual,India,Driving License,1,4,40200.0,1,0,0,11,High,10.601647149919609,0,15,Low,1
ENT301941,Individual,Panama,Passport,1,7,38100.0,0,0,0,22,Medium,10.547995807489514,1,12,Low,0
ENT301942,Individual,China,Passport,1,2,88700.0,0,0,0,6,High,11.39302644219128,0,0,Low,0
ENT301943,Trust,USA,Driving License,1,7,61100.0,0,0,0,13,Low,11.020283511637867,0,6,Low,0
ENT301944,Individual,USA,Voter ID,1,5,50900.0,0,0,1,8,Medium,10.837637848711049,0,8,Low,0
ENT301945,Individual,UK,PAN,1,7,43500.0,0,0,1,24,Medium,10.680539205318292,0,8,Low,0
ENT301946,Individual,Germany,Aadhaar,1,5,391500.0,0,0,0,17,High,12.87774334868815,0,0,Low,0
ENT301947,Partnership,Seychelles,Driving License,1,7,4500.0,0,0,0,10,Low,8.412054873292933,1,18,Low,0
ENT301948,Individual,Cayman Islands,PAN,1,2,113300.0,0,0,0,7,High,11.63780327310248,1,12,Low,0
ENT301949,Corporate,Panama,Voter ID,1,4,306600.0,0,0,0,21,High,12.633302506993136,1,12,Low,0
ENT301950,Corporate,BVI,Driving License,1,2,131500.0,0,0,1,29,High,11.78676973513378,1,20,Low,0
ENT301951,Individual,USA,Aadhaar,1,5,12200.0,0,0,0,10,High,9.409273194575334,0,0,Low,0
ENT301952,Corporate,Singapore,Voter ID,1,1,21400.0,0,0,0,22,High,9.97119292889014,0,0,Low,0
ENT301953,Corporate,India,PAN,1,2,853900.0,0,0,0,5,High,13.65757054099233,0,0,Low,0
ENT301954,Corporate,Germany,Voter ID,0,6,761800.0,0,0,0,17,High,13.543440645706273,0,5,Low,0
ENT301955,Individual,Germany,Driving License,0,5,6800.0,0,0,0,26,Medium,8.824824939175638,0,5,Low,0
ENT301956,Individual,USA,PAN,1,6,148500.0,0,0,0,6,High,11.908346971208951,0,0,Low,0
ENT301957,Individual,Mauritius,PAN,1,5,44800.0,0,0,0,22,Low,10.709985739582528,1,18,Low,0
ENT301958,Partnership,USA,Driving License,0,7,96900.0,0,0,0,24,Low,11.481445117743048,0,11,Low,0
ENT301959,Corporate,Hong Kong,Aadhaar,1,6,29600.0,0,0,0,6,High,10.295563423525277,0,0,Low,0
ENT301960,Individual,Mauritius,Aadhaar,1,1,153300.0,1,0,0,19,Low,11.940158587995837,1,33,Medium,1
ENT301961,Individual,Switzerland,Aadhaar,1,3,292200.0,0,0,0,3,Medium,12.585197200606364,0,0,Low,0
ENT301962,Individual,Switzerland,Aadhaar,1,1,333800.0,0,0,3,11,Low,12.718300286011257,0,30,Medium,0
ENT301963,Individual,Singapore,Passport,1,5,11500.0,0,0,2,21,High,9.350189267092581,0,16,Low,0
ENT301964,Corporate,Singapore,Aadhaar,1,6,101300.0,0,0,0,5,Medium,11.525851561856362,0,0,Low,0
ENT301965,Individual,Hong Kong,Voter ID,1,2,36700.0,0,1,0,1,High,10.510559281627845,0,40,Medium,1
ENT301966,Individual,Seychelles,Aadhaar,1,3,90000.0,0,0,0,13,High,11.407576060361786,1,12,Low,0
ENT301967,Individual,Singapore,Passport,1,7,7000.0,0,0,0,18,High,8.853808274977197,0,0,Low,0
ENT301968,Trust,Germany,Voter ID,1,5,1899600.0,0,0,0,9,High,14.457154422083581,0,1,Low,0
ENT301969,Individual,Singapore,PAN,1,7,30600.0,0,0,0,15,High,10.328787967145063,0,0,Low,0
ENT301970,Individual,USA,Passport,1,3,17600.0,0,0,0,2,High,9.77571099759397,0,0,Low,0
ENT301971,Corporate,Seychelles,PAN,1,4,329500.0,0,0,0,21,Medium,12.70533466782146,1,12,Low,0
ENT301972,Partnership,Cayman Islands,Voter ID,1,2,603500.0,0,0,1,15,High,13.310502976519178,1,20,Low,0
ENT301973,Individual,Panama,Driving License,0,4,16900.0,0,0,0,18,Low,9.735128070758227,1,23,Medium,0
ENT301974,Corporate,Seychelles,PAN,1,2,39400.0,0,0,0,10,Low,10.5815464756746,1,18,Low,0
ENT301975,Corporate,UK,Aadhaar,1,5,220400.0,1,0,0,1,High,12.303203893455684,0,15,Low,1
ENT301976,Individual,Cayman Islands,Aadhaar,1,3,8900.0,0,0,0,18,High,9.093918908958932,1,12,Low,0
ENT301977,Individual,USA,Voter ID,1,3,42700.0,0,0,0,11,High,10.661977618146238,0,0,Low,0
ENT301978,Corporate,Cayman Islands,Driving License,1,3,30100.0,0,0,0,21,Medium,10.31231367277647,1,12,Low,0
ENT301979,Individual,USA,PAN,1,1,834300.0,0,0,2,28,Medium,13.63434952749906,0,16,Low,0
ENT301980,Corporate,Hong Kong,Aadhaar,1,2,796800.0,0,0,1,28,Medium,13.588360240271818,0,8,Low,0
ENT301981,Individual,BVI,Passport,1,5,17200.0,0,0,0,16,Medium,9.75272280064639,1,12,Low,0
ENT301982,Individual,Cayman Islands,Passport,1,2,70200.0,0,0,1,28,Low,11.159117834926688,1,26,Medium,0
ENT301983,Individual,Cyprus,Driving License,1,1,306500.0,0,0,0,5,High,12.632976296995821,1,12,Low,0
ENT301984,Individual,Cyprus,Passport,1,4,23400.0,0,0,1,4,High,10.060534035475412,1,20,Low,0
ENT301985,Individual,USA,PAN,1,6,134900.0,0,0,3,6,Medium,11.812296455066814,0,24,Medium,0
ENT301986,Individual,Germany,PAN,1,6,31500.0,0,0,0,29,High,10.357774570341576,0,0,Low,0
ENT301987,Individual,India,Voter ID,1,1,25300.0,0,0,3,24,Medium,10.138599199626192,0,24,Medium,0
ENT301988,Corporate,China,PAN,1,7,119000.0,0,0,0,10,High,11.686887175419702,0,0,Low,0
ENT301989,Individual,Cayman Islands,PAN,0,7,162300.0,0,0,0,26,Medium,11.997207914913153,1,17,Low,0
ENT301990,Individual,Seychelles,Aadhaar,1,3,25500.0,0,0,0,8,Medium,10.146472946063877,1,12,Low,0
ENT301991,Individual,USA,Voter ID,1,4,85700.0,0,0,0,19,High,11.358619773129229,0,0,Low,0
ENT301992,Corporate,Hong Kong,Aadhaar,1,6,47000.0,0,0,0,1,High,10.757924157061597,0,0,Low,0
ENT301993,Trust,Mauritius,Voter ID,1,7,63900.0,0,0,0,22,Low,11.065090289695444,1,18,Low,0
ENT301994,Individual,USA,PAN,1,1,12200.0,0,0,0,24,Medium,9.409273194575334,0,0,Low,0
ENT301995,Partnership,China,Driving License,1,2,20600.0,0,0,0,1,High,9.933094897288786,0,0,Low,0
ENT301996,Individual,BVI,Voter ID,1,3,65800.0,0,0,0,16,High,11.094390314766315,1,12,Low,0
ENT301997,Trust,UK,Driving License,1,3,94300.0,0,0,0,7,Medium,11.454247073019193,0,0,Low,0
ENT301998,Individual,Mauritius,Driving License,1,6,41400.0,0,0,0,18,High,10.63106031411106,1,12,Low,0
ENT301999,Individual,Germany,Voter ID,1,6,55800.0,0,0,0,21,High,10.929547069355774,0,0,Low,0
ENT302000,Individual,India,Driving License,0,6,114700.0,0,0,0,6,High,11.650084021475273,0,5,Low,0
ENT302001,Individual,Germany,Voter ID,1,1,60300.0,0,0,0,5,High,11.007103966325696,0,0,Low,0
ENT302002,Partnership,Mauritius,Passport,1,7,59100.0,0,0,0,23,Medium,10.987003123724813,1,12,Low,0
ENT302003,Individual,Hong Kong,Driving License,1,6,269300.0,0,0,0,4,High,12.503584992123654,0,0,Low,0
ENT302004,Corporate,Cyprus,Passport,0,1,8500.0,0,0,0,27,High,9.04793908261736,1,17,Low,0
ENT302005,Corporate,Hong Kong,Aadhaar,1,3,165200.0,0,0,0,12,High,12.01491819331946,0,0,Low,0
ENT302006,Individual,Seychelles,Passport,1,6,19600.0,0,0,0,27,High,9.883335864325275,1,12,Low,0
ENT302007,Corporate,Panama,Aadhaar,0,5,34800.0,0,0,0,18,High,10.457401400981889,1,17,Low,0
ENT302008,Corporate,Panama,PAN,1,7,70700.0,0,0,0,11,Medium,11.166214996056205,1,12,Low,0
ENT302009,Trust,Mauritius,PAN,0,5,10500.0,0,0,0,9,High,9.259225769705994,1,17,Low,0
ENT302010,Individual,Panama,PAN,1,1,52500.0,0,0,0,5,Low,10.868587496017359,1,18,Low,0
ENT302011,Individual,USA,Passport,1,5,17600.0,0,0,0,6,Medium,9.77571099759397,0,0,Low,0
ENT302012,Partnership,UK,Aadhaar,1,2,13400.0,0,0,0,13,Low,9.503084610020228,0,6,Low,0
ENT302013,Individual,China,Voter ID,1,3,66200.0,0,0,0,2,Medium,11.10045084755119,0,0,Low,0
ENT302014,Corporate,China,PAN,1,5,161300.0,0,0,0,9,High,11.991027463722105,0,0,Low,0
ENT302015,Corporate,Cayman Islands,Voter ID,1,1,41400.0,0,0,0,16,Low,10.63106031411106,1,18,Low,0
ENT302016,Trust,UK,Passport,0,2,16000.0,0,0,0,13,High,9.680406499268875,0,5,Low,0
ENT302017,Corporate,Hong Kong,PAN,1,4,426700.0,0,0,0,10,Medium,12.963838812740255,0,0,Low,0
ENT302018,Partnership,Cayman Islands,Driving License,1,3,57000.0,0,0,0,26,High,10.950824090522445,1,12,Low,0
ENT302019,Corporate,Hong Kong,Voter ID,1,6,101100.0,0,0,0,26,Low,11.52387529615648,0,6,Low,0
ENT302020,Corporate,China,Voter ID,1,4,65300.0,0,0,0,26,High,11.086762629082946,0,0,Low,0
ENT302021,Individual,Hong Kong,Driving License,1,1,455500.0,0,0,0,9,Medium,13.029153191069422,0,0,Low,0
ENT302022,Individual,Hong Kong,Voter ID,1,2,152300.0,0,0,0,2,High,11.933614104849879,0,0,Low,0
ENT302023,Corporate,Hong Kong,Driving License,1,3,52600.0,0,0,0,29,Medium,10.87049040995193,0,0,Low,0
ENT302024,Corporate,Hong Kong,Passport,1,1,82900.0,0,0,1,17,High,11.325402403776808,0,8,Low,0
ENT302025,Individual,Cyprus,Aadhaar,1,6,34900.0,0,0,0,27,Medium,10.460270761075149,1,12,Low,0
ENT302026,Corporate,Hong Kong,Voter ID,0,7,51200.0,0,0,0,20,High,10.843514342086866,0,5,Low,0
ENT302027,Individual,Mauritius,Driving License,1,4,128400.0,0,0,0,22,Medium,11.762913458369663,1,12,Low,0
ENT302028,Corporate,Switzerland,Aadhaar,1,4,148400.0,0,0,0,15,Medium,11.907673348237187,0,0,Low,0
ENT302029,Individual,Cayman Islands,Aadhaar,1,1,12000.0,0,0,2,16,Low,9.392745258631441,1,34,Medium,0
ENT302030,Corporate,Hong Kong,Voter ID,1,5,213600.0,0,0,2,21,High,12.271865067705159,0,16,Low,0
ENT302031,Individual,UAE,Aadhaar,1,1,49000.0,0,0,0,28,High,10.799595985047786,0,0,Low,0
ENT302032,Individual,Mauritius,Voter ID,1,6,39300.0,0,0,0,17,High,10.579005242826247,1,12,Low,0
ENT302033,Individual,UK,Passport,1,7,167900.0,0,0,2,9,High,12.031129798974042,0,16,Low,0
ENT302034,Individual,Panama,PAN,0,7,174400.0,0,0,2,24,High,12.069112524385531,1,33,Medium,0
ENT302035,Individual,Hong Kong,Voter ID,1,7,7500.0,0,0,3,7,Medium,8.922791623969637,0,24,Medium,0
