txn_id,customer_id,amount,txn_type,channel,merchant,hour_of_day,day_of_week,is_international,amount_log,is_night_txn,is_weekend,is_high_amount,is_fraud
TXN1036090,CUST107336,261.54,International,Internet Banking,Big Bazaar,4,0,0,5.570403451375261,1,0,0,0
TXN1036091,CUST103157,352.24,UPI Payment,Branch,Electronics Store,4,5,0,5.867147712600602,1,1,0,0
TXN1036092,CUST106616,25.2,Online Transfer,Internet Banking,Flipkart,22,3,0,3.265759410767051,0,0,0,0
TXN1036093,CUST104473,635.81,UPI Payment,POS Terminal,Unknown Merchant,13,2,0,6.456471337924462,0,0,0,0
TXN1036094,CUST105514,284.73,UPI Payment,ATM,Flipkart,11,0,1,5.655047308974325,0,0,0,0
TXN1036095,CUST103869,1218.59,POS,Internet Banking,Petrol Pump,20,3,0,7.106270015670842,0,0,0,0
TXN1036096,CUST100542,367.89,RTGS,POS Terminal,Electronics Store,12,5,0,5.910498496617971,0,1,0,0
TXN1036097,CUST104772,167.27,International,POS Terminal,DMart,11,3,0,5.125569832188355,0,0,0,0
TXN1036098,CUST103353,773.59,ATM Withdrawal,Mobile App,IRCTC,9,6,0,6.652333857108344,0,1,0,0
TXN1036099,CUST105125,3966.9,POS,POS Terminal,DMart,20,1,0,8.285992266474294,0,0,0,0
TXN1036100,CUST103070,4838.43,International,Branch,Unknown Merchant,19,4,0,8.484552224180371,0,0,0,0
TXN1036101,CUST106105,1184.84,UPI Payment,Internet Banking,Pharmacy,21,4,0,7.078206663205604,0,0,0,0
TXN1036102,CUST100551,1769.99,POS,ATM,Electronics Store,16,0,0,7.479293991239506,0,0,0,0
TXN1036103,CUST103011,123.63,RTGS,ATM,Reliance,23,6,0,4.825349347838285,1,1,0,0
TXN1036104,CUST107356,251.5,ATM Withdrawal,ATM,Zomato,13,2,0,5.531411248715415,0,0,0,0
TXN1036105,CUST102902,937.61,UPI Payment,Internet Banking,Amazon,12,6,0,6.844400057469341,0,1,0,0
TXN1036106,CUST107781,628.52,Cheque,Internet Banking,Unknown Merchant,7,4,0,6.444957624226728,0,0,0,1
TXN1036107,CUST102423,1211.14,RTGS,Internet Banking,Petrol Pump,13,6,0,7.100142671509469,0,1,0,0
TXN1036108,CUST104127,5407.13,Cheque,Internet Banking,Petrol Pump,0,0,1,8.59565865589542,1,0,0,0
TXN1036109,CUST104065,327.45,ATM Withdrawal,Internet Banking,Petrol Pump,19,6,0,5.794384619338482,0,1,0,0
TXN1036110,CUST103101,28.11,UPI Payment,POS Terminal,Flipkart,22,1,0,3.371081757757532,0,0,0,0
TXN1036111,CUST107287,81.14,Online Transfer,Branch,Hospital,17,5,0,4.408425108528412,0,1,0,0
TXN1036112,CUST105590,587.03,ATM Withdrawal,Mobile App,Pharmacy,6,2,0,6.376777967005293,0,0,0,0
TXN1036113,CUST105804,206.27,NEFT,ATM,Electronics Store,4,6,0,5.3340222911688135,1,1,0,0
TXN1036114,CUST102700,44.24,NEFT,Mobile App,Hospital,1,2,0,3.81198165124792,1,0,0,0
TXN1036115,CUST104765,373.56,UPI Payment,Branch,DMart,15,5,0,5.925752003742601,0,1,0,0
TXN1036116,CUST100054,106.59,POS,Branch,Big Bazaar,21,5,0,4.678327706605818,0,1,0,0
TXN1036117,CUST100812,1157.77,International,POS Terminal,Petrol Pump,2,5,0,7.055114376709538,1,1,0,1
TXN1036118,CUST102433,6222.58,ATM Withdrawal,Mobile App,Electronics Store,0,4,0,8.736100582861507,1,0,0,0
TXN1036119,CUST106588,3298.25,ATM Withdrawal,Branch,Hospital,4,6,0,8.101450448896939,1,1,0,0
TXN1036120,CUST105077,76.01,International,Branch,Petrol Pump,22,1,0,4.343935283551159,0,0,0,0
TXN1036121,CUST103158,131.74,NEFT,Mobile App,DMart,8,2,0,4.888392327717779,0,0,0,0
TXN1036122,CUST106632,25.27,ATM Withdrawal,POS Terminal,Jeweller,10,6,0,3.2684276036974484,0,1,0,0
TXN1036123,CUST106805,3029.84,RTGS,ATM,Hospital,22,3,0,8.016595087805683,0,0,0,0
TXN1036124,CUST101371,517.08,NEFT,ATM,Big Bazaar,6,4,0,6.250129670489271,0,0,0,0
TXN1036125,CUST104060,7169.92,RTGS,POS Terminal,Zomato,19,1,0,8.877789237775163,0,0,0,0
TXN1036126,CUST107798,1206.73,ATM Withdrawal,ATM,Zomato,2,3,0,7.096497843578917,1,0,0,0
TXN1036127,CUST107755,180.96,International,Branch,Unknown Merchant,16,2,0,5.203786882701803,0,0,0,0
TXN1036128,CUST104043,16.52,ATM Withdrawal,Branch,Zomato,16,3,0,2.8633430855082453,0,0,0,0
TXN1036129,CUST101029,700.26,POS,POS Terminal,Jeweller,2,6,0,6.552878716984784,1,1,0,0
TXN1036130,CUST100046,17873.98,Online Transfer,ATM,DMart,22,3,0,9.791157248680463,0,0,0,0
TXN1036131,CUST102881,1874.37,ATM Withdrawal,Branch,Swiggy,2,0,0,7.536561252270183,1,0,0,0
TXN1036132,CUST102790,320.54,POS,POS Terminal,Swiggy,3,6,0,5.773121952734814,1,1,0,0
TXN1036133,CUST105284,1842.34,RTGS,Internet Banking,Big Bazaar,1,2,0,7.519334422478258,1,0,0,0
TXN1036134,CUST104943,1506.13,POS,ATM,Reliance,2,4,0,7.317962459006824,1,0,0,0
TXN1036135,CUST105954,3961.79,International,Mobile App,DMart,21,4,0,8.284703601627436,0,0,0,0
TXN1036136,CUST101553,86.73,Cheque,Branch,Flipkart,23,6,0,4.474263916140292,1,1,0,0
TXN1036137,CUST102316,882.73,UPI Payment,POS Terminal,Zomato,4,0,0,6.784151586120189,1,0,0,0
TXN1036138,CUST103473,27.74,Cheque,Mobile App,Petrol Pump,8,4,0,3.358289880650879,0,0,0,0
TXN1036139,CUST102022,13.87,UPI Payment,ATM,Myntra,10,0,0,2.6993457604720636,0,0,0,0
TXN1036140,CUST107338,1426.89,NEFT,Mobile App,Amazon,13,2,1,7.263953109120179,0,0,0,0
TXN1036141,CUST106767,3814.04,UPI Payment,Internet Banking,Zomato,23,3,0,8.246706428591507,1,0,0,0
TXN1036142,CUST106135,406.48,UPI Payment,Mobile App,Pharmacy,14,0,0,6.009991851721866,0,0,0,0
TXN1036143,CUST106586,344.0,RTGS,POS Terminal,Reliance,18,2,0,5.84354441703136,0,0,0,0
TXN1036144,CUST103636,757.26,NEFT,Internet Banking,Pharmacy,11,1,0,6.631026334744172,0,0,0,0
TXN1036145,CUST102711,3227.78,NEFT,Internet Banking,Jeweller,13,5,0,8.07985963588837,0,1,0,0
TXN1036146,CUST106559,2025.19,NEFT,Branch,Reliance,21,4,0,7.613912461260443,0,0,0,0
TXN1036147,CUST102224,728.8,UPI Payment,ATM,Swiggy,22,2,0,6.592770524002347,0,0,0,0
TXN1036148,CUST107503,1391.37,International,Branch,Electronics Store,22,2,0,7.238762610172283,0,0,0,0
TXN1036149,CUST100198,1769.35,POS,Internet Banking,IRCTC,2,2,0,7.47893254613287,1,0,0,0
TXN1036150,CUST106182,58.47,Online Transfer,Internet Banking,Big Bazaar,13,0,0,4.085471983718502,0,0,0,0
TXN1036151,CUST101772,1060.61,POS,Branch,IRCTC,20,5,0,6.967541902717415,0,1,0,0
TXN1036152,CUST104464,39.74,NEFT,Internet Banking,Amazon,20,1,0,3.70721041079866,0,0,0,0
TXN1036153,CUST105368,2803.03,POS,Mobile App,Zomato,11,6,0,7.938812947098674,0,1,0,0
TXN1036154,CUST100457,1854.9,Online Transfer,ATM,Zomato,7,3,0,7.526125032584259,0,0,0,0
TXN1036155,CUST104684,450.44,UPI Payment,Branch,Jeweller,12,5,1,6.1124424736608844,0,1,0,0
TXN1036156,CUST100959,289.21,Cheque,Branch,Hospital,2,3,0,5.670604798850187,1,0,0,0
TXN1036157,CUST107682,3199.28,Cheque,Internet Banking,Pharmacy,18,6,0,8.070993584959917,0,1,0,0
TXN1036158,CUST100808,660.71,POS,ATM,Amazon,12,1,0,6.494827393492606,0,0,0,0
TXN1036159,CUST105131,641.57,Online Transfer,POS Terminal,Petrol Pump,13,3,0,6.46547576025116,0,0,0,0
TXN1036160,CUST100938,736.93,Online Transfer,Mobile App,DMart,4,2,0,6.6038489691533275,1,0,0,0
TXN1036161,CUST102607,842.26,RTGS,Mobile App,Jeweller,7,6,0,6.737275332750779,0,1,0,0
TXN1036162,CUST107897,3311.97,POS,Branch,Flipkart,6,4,0,8.105600347021952,0,0,0,0
TXN1036163,CUST102633,22.29,International,POS Terminal,Amazon,23,4,0,3.1480240838962494,1,0,0,0
TXN1036164,CUST104057,328.16,Cheque,POS Terminal,Flipkart,6,3,0,5.796543954737512,0,0,0,0
TXN1036165,CUST106251,10.57,ATM Withdrawal,Mobile App,Jeweller,5,3,0,2.448415541205585,1,0,0,0
TXN1036166,CUST100963,829.99,RTGS,Mobile App,Hospital,4,3,0,6.722617761088698,1,0,0,0
TXN1036167,CUST100508,127.26,International,Branch,Flipkart,22,3,0,4.854059453720717,0,0,0,0
TXN1036168,CUST103935,521.74,RTGS,Internet Banking,Jeweller,16,1,0,6.259084208522709,0,0,0,0
TXN1036169,CUST102003,100.52,Online Transfer,Mobile App,Myntra,14,0,0,4.620255823406132,0,0,0,0
TXN1036170,CUST102107,92.46,NEFT,Mobile App,Zomato,1,0,0,4.53753353727228,1,0,0,0
TXN1036171,CUST105455,184.5,Cheque,Branch,DMart,21,1,0,5.22305488204749,0,0,0,0
TXN1036172,CUST102531,467.51,Cheque,Mobile App,Big Bazaar,1,6,0,6.149557446167864,1,1,0,0
TXN1036173,CUST105573,1387.99,Cheque,Branch,Unknown Merchant,10,6,0,7.236332143304382,0,1,0,0
TXN1036174,CUST100385,107.05,RTGS,Mobile App,IRCTC,14,6,0,4.682594082952895,0,1,0,0
TXN1036175,CUST103996,517.37,Cheque,Internet Banking,Electronics Store,10,3,0,6.2506892729931405,0,0,0,0
TXN1036176,CUST105916,836.57,NEFT,Branch,Jeweller,23,0,0,6.730504842295986,1,0,0,0
TXN1036177,CUST103689,166.98,UPI Payment,Internet Banking,Swiggy,1,3,0,5.123844924697481,1,0,0,0
TXN1036178,CUST100888,798.6,International,Internet Banking,Myntra,18,3,0,6.684111602626245,0,0,0,0
TXN1036179,CUST101755,39.1,Cheque,Internet Banking,Flipkart,12,3,0,3.6913763343125234,0,0,0,0
TXN1036180,CUST106131,79.33,NEFT,Internet Banking,Reliance,1,4,1,4.386143150185721,1,0,0,0
TXN1036181,CUST100237,2716.66,NEFT,Branch,Reliance,7,3,0,7.907526494907038,0,0,0,0
TXN1036182,CUST101116,10.0,UPI Payment,Mobile App,Unknown Merchant,3,5,0,2.3978952727983707,1,1,0,0
TXN1036183,CUST103834,218.89,POS,Mobile App,Unknown Merchant,4,6,0,5.3931274213106795,1,1,0,0
TXN1036184,CUST105922,457.17,RTGS,Branch,Pharmacy,17,0,1,6.127240294283588,0,0,0,0
TXN1036185,CUST103795,626.0,Cheque,POS Terminal,Petrol Pump,9,0,0,6.440946540632921,0,0,0,0
TXN1036186,CUST101005,670.31,UPI Payment,Branch,Amazon,9,2,0,6.509231027303291,0,0,0,0
TXN1036187,CUST107310,270.67,Online Transfer,Mobile App,Flipkart,17,4,1,5.604588094436128,0,0,0,0
TXN1036188,CUST103719,203.59,International,Branch,Amazon,1,5,0,5.321007976467735,1,1,0,0
TXN1036189,CUST106737,87.64,POS,Branch,IRCTC,4,3,0,4.484583222998974,1,0,0,0
TXN1036190,CUST105727,6530.22,RTGS,Branch,DMart,11,4,1,8.784349034835238,0,0,0,0
TXN1036191,CUST100003,1610.5,ATM Withdrawal,POS Terminal,IRCTC,20,2,0,7.384920701255493,0,0,0,0
TXN1036192,CUST101845,683.37,International,Internet Banking,Zomato,19,4,1,6.528498707042104,0,0,0,0
TXN1036193,CUST101370,355.42,Cheque,ATM,Flipkart,0,3,0,5.876109810744953,1,0,0,0
TXN1036194,CUST107135,137.6,RTGS,POS Terminal,Swiggy,15,1,0,4.931592086755803,0,0,0,0
TXN1036195,CUST107952,368.71,International,Mobile App,Amazon,17,2,0,5.912718914535385,0,0,0,1
TXN1036196,CUST100239,70.8,Online Transfer,ATM,Big Bazaar,19,3,0,4.273884476054178,0,0,0,0
TXN1036197,CUST100219,4753.32,RTGS,Internet Banking,Petrol Pump,18,0,0,8.46680895739229,0,0,0,0
TXN1036198,CUST104251,82.7,ATM Withdrawal,Branch,Electronics Store,19,2,0,4.4272389774954295,0,0,0,0
TXN1036199,CUST100521,42.46,Online Transfer,ATM,Zomato,7,2,0,3.7718409748282835,0,0,0,0
TXN1036200,CUST103183,85333.81,UPI Payment,Branch,Amazon,8,1,1,11.354337739331365,0,0,1,0
TXN1036201,CUST100563,312.03,International,Internet Banking,Reliance,10,3,0,5.746299032592525,0,0,0,0
TXN1036202,CUST100428,84.83,Cheque,ATM,Pharmacy,22,5,0,4.452368595730128,0,1,0,0
TXN1036203,CUST100638,1601.82,UPI Payment,Branch,IRCTC,11,2,0,7.379519856847352,0,0,0,0
TXN1036204,CUST103170,36.48,Online Transfer,Internet Banking,Unknown Merchant,4,6,0,3.6238074573702215,1,1,0,0
TXN1036205,CUST102742,115.67,Cheque,ATM,Petrol Pump,6,4,0,4.759349436835766,0,0,0,0
TXN1036206,CUST106364,1709.09,International,Branch,Reliance,2,0,0,7.44430127969066,1,0,0,0
TXN1036207,CUST107467,19129.02,POS,POS Terminal,IRCTC,17,4,0,9.859014107912058,0,0,0,0
TXN1036208,CUST107779,2549.81,RTGS,POS Terminal,Hospital,23,1,0,7.84416623477215,1,0,0,0
TXN1036209,CUST105446,1492.38,Online Transfer,ATM,Zomato,15,4,0,7.30879728625265,0,0,0,0
TXN1036210,CUST100782,4968.19,ATM Withdrawal,Internet Banking,Unknown Merchant,1,3,0,8.511012127941136,1,0,0,1
TXN1036211,CUST102789,241.55,UPI Payment,ATM,Flipkart,0,5,0,5.491207874691225,1,1,0,0
TXN1036212,CUST102114,28.9,POS,Branch,Pharmacy,20,1,0,3.3978584803966405,0,0,0,0
TXN1036213,CUST101436,114.48,Online Transfer,ATM,Myntra,20,3,0,4.749097354794735,0,0,0,0
TXN1036214,CUST107777,4789.35,UPI Payment,Internet Banking,Unknown Merchant,10,5,0,8.474358756629087,0,1,0,0
TXN1036215,CUST104109,47.65,RTGS,ATM,Myntra,1,4,0,3.884651808632014,1,0,0,0
TXN1036216,CUST102020,313.42,RTGS,Internet Banking,Amazon,21,6,0,5.750729671763368,0,1,0,0
TXN1036217,CUST102976,438.45,UPI Payment,Internet Banking,Big Bazaar,23,1,0,6.085523945010654,1,0,0,0
TXN1036218,CUST105626,866.62,UPI Payment,POS Terminal,Hospital,11,2,0,6.765753830784765,0,0,0,0
TXN1036219,CUST103159,1202.62,POS,ATM,DMart,11,2,0,7.09308896143405,0,0,0,0
TXN1036220,CUST107241,1309.99,International,Branch,Electronics Store,21,2,0,7.178537855969544,0,0,0,0
TXN1036221,CUST102803,83594.69,RTGS,Branch,Swiggy,4,3,0,11.333747242719864,1,0,1,0
TXN1036222,CUST107213,1612.91,POS,POS Terminal,Myntra,12,0,0,7.386415085193347,0,0,0,0
TXN1036223,CUST102074,5481.08,ATM Withdrawal,ATM,Pharmacy,1,4,0,8.609239869970407,1,0,0,0
TXN1036224,CUST100565,451.59,UPI Payment,Internet Banking,Pharmacy,6,3,1,6.1149866383906115,0,0,0,0
TXN1036225,CUST102011,14843.03,RTGS,POS Terminal,DMart,14,0,0,9.60535304319704,0,0,0,0
TXN1036226,CUST106577,100.22,RTGS,Branch,Myntra,0,2,0,4.617296365785932,1,0,0,0
TXN1036227,CUST107325,2551.92,POS,Internet Banking,IRCTC,4,5,0,7.844993081067002,1,1,0,0
TXN1036228,CUST102456,337.82,Online Transfer,POS Terminal,IRCTC,1,2,0,5.8254689929128,1,0,0,0
TXN1036229,CUST104682,2416.97,RTGS,ATM,Hospital,8,5,0,7.790683624149881,0,1,0,0
TXN1036230,CUST104924,1099.33,UPI Payment,Mobile App,Swiggy,7,1,0,7.00336541379546,0,0,0,0
TXN1036231,CUST101563,4125.95,POS,ATM,Jeweller,16,6,0,8.325293914341172,0,1,0,0
TXN1036232,CUST107516,1015.29,Cheque,Internet Banking,Big Bazaar,13,4,0,6.923914020481024,0,0,0,0
TXN1036233,CUST106770,374.72,ATM Withdrawal,Internet Banking,Hospital,23,5,0,5.928844185126315,1,1,0,0
TXN1036234,CUST106738,2507.93,Online Transfer,Internet Banking,Zomato,20,1,0,7.827611646415644,0,0,0,0
TXN1036235,CUST101646,93.08,NEFT,POS Terminal,Unknown Merchant,0,2,1,4.544145484150317,1,0,0,0
TXN1036236,CUST106017,16.89,NEFT,Branch,Unknown Merchant,18,2,0,2.884241897520628,0,0,0,0
TXN1036237,CUST107625,10.0,ATM Withdrawal,Mobile App,Big Bazaar,5,1,0,2.3978952727983707,1,0,0,0
TXN1036238,CUST104191,10804.3,International,Mobile App,Unknown Merchant,10,6,0,9.287792033479194,0,1,0,1
TXN1036239,CUST102715,652.01,Cheque,Mobile App,Flipkart,11,6,0,6.481592443094855,0,1,0,0
TXN1036240,CUST107109,971.73,International,Mobile App,DMart,10,0,0,6.880106551386015,0,0,0,0
TXN1036241,CUST101642,217.33,ATM Withdrawal,POS Terminal,Jeweller,11,0,0,5.386007679675025,0,0,0,0
TXN1036242,CUST106814,728.5,POS,Mobile App,Flipkart,6,4,0,6.592359367962841,0,0,0,0
TXN1036243,CUST107802,115.0,Online Transfer,ATM,Hospital,8,1,0,4.7535901911063645,0,0,0,0
TXN1036244,CUST106384,394.88,POS,Mobile App,IRCTC,0,6,1,5.98111113502849,1,1,0,0
TXN1036245,CUST102945,16.03,International,Internet Banking,Big Bazaar,19,6,0,2.834976494674597,0,1,0,0
TXN1036246,CUST101371,13.85,RTGS,Branch,Jeweller,16,0,0,2.6979998652487085,0,0,0,0
TXN1036247,CUST103606,38.9,International,POS Terminal,IRCTC,11,6,0,3.686376323895818,0,1,0,0
TXN1036248,CUST105566,88.54,Cheque,Branch,Pharmacy,14,4,0,4.49468545281282,0,0,0,0
TXN1036249,CUST106939,4809.17,NEFT,POS Terminal,Petrol Pump,10,1,0,8.478487705510599,0,0,0,0
TXN1036250,CUST107769,39135.36,International,Branch,Hospital,3,4,0,10.574807237136334,1,0,0,0
TXN1036251,CUST102015,3215.46,Online Transfer,POS Terminal,Flipkart,18,1,0,8.076036654896223,0,0,0,0
TXN1036252,CUST105812,10.0,POS,ATM,Pharmacy,14,6,0,2.3978952727983707,0,1,0,0
TXN1036253,CUST107466,9869.14,NEFT,Mobile App,DMart,0,6,0,9.197269316724093,1,1,0,0
TXN1036254,CUST104999,204.53,Cheque,Mobile App,Hospital,20,1,1,5.325592008682918,0,0,0,0
TXN1036255,CUST106443,24.41,International,ATM,Reliance,19,1,0,3.2351427973320726,0,0,0,0
TXN1036256,CUST105484,12564.46,Online Transfer,Internet Banking,Electronics Store,20,4,0,9.438707058937501,0,0,0,0
TXN1036257,CUST107913,196.88,Online Transfer,Branch,Petrol Pump,20,4,0,5.287660786359508,0,0,0,0
TXN1036258,CUST105145,72.12,UPI Payment,Branch,Jeweller,20,4,0,4.292101927145895,0,0,0,0
TXN1036259,CUST104203,154.56,RTGS,Internet Banking,Big Bazaar,10,4,0,5.047031509287547,0,0,0,0
TXN1036260,CUST107137,226.59,UPI Payment,POS Terminal,Flipkart,2,3,0,5.4275457645558225,1,0,0,0
TXN1036261,CUST103869,1219.81,POS,Mobile App,Unknown Merchant,7,2,0,7.107269851846578,0,0,0,0
TXN1036262,CUST107354,592.68,Cheque,Mobile App,Petrol Pump,4,2,0,6.386340453661878,1,0,0,0
TXN1036263,CUST107609,127.21,Online Transfer,POS Terminal,Petrol Pump,16,3,0,4.853669544564609,0,0,0,0
TXN1036264,CUST106333,12.24,RTGS,ATM,Swiggy,6,1,0,2.5832425505088623,0,0,0,0
TXN1036265,CUST104554,99.18,UPI Payment,Internet Banking,Jeweller,22,1,0,4.606968567929471,0,0,0,0
TXN1036266,CUST101364,634.51,Online Transfer,ATM,Big Bazaar,18,6,0,6.454427826146932,0,1,0,0
TXN1036267,CUST107131,109.0,POS,POS Terminal,Jeweller,12,5,0,4.700480365792417,0,1,0,0
TXN1036268,CUST100413,525.66,Online Transfer,Mobile App,Myntra,17,6,0,6.266555179044938,0,1,0,0
TXN1036269,CUST103179,409.41,UPI Payment,ATM,Amazon,15,1,0,6.0171566600314375,0,0,0,0
TXN1036270,CUST106445,3187.65,Cheque,Internet Banking,Electronics Store,11,3,0,8.067352908713396,0,0,0,0
TXN1036271,CUST102186,676.88,POS,POS Terminal,DMart,12,5,0,6.518970281125171,0,1,0,0
TXN1036272,CUST100263,1958.86,UPI Payment,ATM,Hospital,2,5,0,7.580628321101992,1,1,0,0
TXN1036273,CUST107983,271.36,Cheque,POS Terminal,Petrol Pump,11,0,0,5.607124720614766,0,0,0,0
TXN1036274,CUST100705,7785.62,NEFT,POS Terminal,Unknown Merchant,22,3,0,8.96016215510541,0,0,0,0
TXN1036275,CUST102145,178.86,UPI Payment,Internet Banking,Hospital,3,6,0,5.192178770486369,1,1,0,0
TXN1036276,CUST104358,88.93,Online Transfer,Mobile App,Amazon,11,1,0,4.499031589926425,0,0,0,0
TXN1036277,CUST100805,4512.38,International,Branch,Jeweller,11,5,0,8.414801597478823,0,1,0,0
TXN1036278,CUST103123,130.64,Cheque,Mobile App,Zomato,23,6,0,4.880070924075139,1,1,0,0
TXN1036279,CUST101638,57.01,ATM Withdrawal,Mobile App,Pharmacy,8,6,1,4.060615409477973,0,1,0,0
TXN1036280,CUST103022,54.0,Cheque,ATM,Hospital,2,2,1,4.007333185232471,1,0,0,0
TXN1036281,CUST103841,164.86,RTGS,Internet Banking,Jeweller,13,6,0,5.111144059023058,0,1,0,0
TXN1036282,CUST107291,250.22,RTGS,ATM,Myntra,9,6,0,5.526329049259107,0,1,0,0
TXN1036283,CUST107058,853.91,NEFT,Branch,Electronics Store,4,6,0,6.75099620023831,1,1,0,0
TXN1036284,CUST105158,1620.26,RTGS,POS Terminal,DMart,23,4,0,7.390958903691816,1,0,0,0
TXN1036285,CUST100033,426.43,POS,Mobile App,Big Bazaar,19,6,0,6.0577905322794585,0,1,0,0
TXN1036286,CUST103282,2228.38,ATM Withdrawal,ATM,IRCTC,0,1,0,7.7094787988916895,1,0,0,0
TXN1036287,CUST101724,1754.59,NEFT,ATM,Petrol Pump,12,1,0,7.470560261739529,0,0,0,0
TXN1036288,CUST104044,76.49,Online Transfer,POS Terminal,Big Bazaar,21,2,0,4.350148895775859,0,0,0,0
TXN1036289,CUST104544,69.72,POS,Branch,Swiggy,21,6,0,4.258728418329388,0,1,0,0
TXN1036290,CUST103943,181.28,NEFT,Mobile App,Petrol Pump,23,4,0,5.205543966395682,1,0,0,0
TXN1036291,CUST101270,10.0,ATM Withdrawal,Internet Banking,Myntra,15,4,0,2.3978952727983707,0,0,0,0
TXN1036292,CUST102565,467.37,RTGS,POS Terminal,Hospital,23,0,0,6.149258581850039,1,0,0,0
TXN1036293,CUST102136,269.27,RTGS,ATM,Swiggy,8,4,0,5.599421459331459,0,0,0,0
TXN1036294,CUST105778,7604.32,POS,Mobile App,IRCTC,14,3,0,8.936603281388695,0,0,0,0
TXN1036295,CUST101168,2925.85,POS,Internet Banking,Myntra,14,1,0,7.981682038368122,0,0,0,0
TXN1036296,CUST102949,235.95,POS,Internet Banking,Unknown Merchant,11,0,0,5.467849148413597,0,0,0,0
TXN1036297,CUST104361,2349.74,ATM Withdrawal,Branch,Hospital,2,4,0,7.762485451186636,1,0,0,0
TXN1036298,CUST105758,301.99,RTGS,POS Terminal,Amazon,13,5,0,5.7136998016644185,0,1,0,0
TXN1036299,CUST102045,944.03,Online Transfer,Internet Banking,Unknown Merchant,2,6,0,6.851216673021594,1,1,0,0
TXN1036300,CUST103985,12.51,International,POS Terminal,Jeweller,4,1,0,2.6034301519721073,1,0,0,1
TXN1036301,CUST101264,148.14,NEFT,Mobile App,Hospital,19,5,0,5.004885462115649,0,1,0,0
TXN1036302,CUST105875,544.28,RTGS,Internet Banking,IRCTC,7,2,0,6.301299424200896,0,0,0,0
TXN1036303,CUST104170,250.63,International,Mobile App,IRCTC,19,3,0,5.527959754602076,0,0,0,1
TXN1036304,CUST101310,4158.05,Online Transfer,POS Terminal,DMart,12,1,0,8.333041961791348,0,0,0,0
TXN1036305,CUST106167,772.41,ATM Withdrawal,POS Terminal,Reliance,18,1,0,6.650809309009441,0,0,0,0
TXN1036306,CUST105616,1219.98,International,Mobile App,DMart,2,6,0,7.107409093960171,1,1,0,0
TXN1036307,CUST102650,596.52,Cheque,Mobile App,Swiggy,14,2,0,6.392787756048811,0,0,0,0
TXN1036308,CUST107176,418.1,ATM Withdrawal,Internet Banking,Big Bazaar,6,6,0,6.038109554931026,0,1,0,0
TXN1036309,CUST100574,2126.0,ATM Withdrawal,Mobile App,Zomato,6,1,0,7.6624678152002375,0,0,0,0
TXN1036310,CUST105326,10094.49,UPI Payment,ATM,IRCTC,10,6,0,9.219844068449598,0,1,0,0
TXN1036311,CUST105143,10.0,UPI Payment,ATM,Swiggy,8,3,0,2.3978952727983707,0,0,0,0
TXN1036312,CUST100359,65.68,Online Transfer,Branch,Amazon,10,0,0,4.199905057882593,0,0,0,0
TXN1036313,CUST105815,449.38,POS,Branch,Zomato,10,4,0,6.110091670866193,0,0,0,0
TXN1036314,CUST104816,4572.48,ATM Withdrawal,ATM,Swiggy,19,5,0,8.42802968206838,0,1,0,0
TXN1036315,CUST102241,1666.98,International,Branch,Zomato,22,1,0,7.419368592439133,0,0,0,0
TXN1036316,CUST105409,93.11,UPI Payment,Mobile App,Petrol Pump,6,3,0,4.544464310870697,0,0,0,0
TXN1036317,CUST103693,199.95,POS,POS Terminal,Amazon,14,6,0,5.30305612089521,0,1,0,0
TXN1036318,CUST107759,1566.32,International,POS Terminal,Petrol Pump,15,5,0,7.35712243337743,0,1,0,0
TXN1036319,CUST100683,137.45,UPI Payment,Mobile App,Petrol Pump,14,4,0,4.9305092496169705,0,0,0,0
TXN1036320,CUST106201,672.49,International,Branch,IRCTC,9,0,1,6.5124731479302405,0,0,0,0
TXN1036321,CUST104067,118.64,RTGS,Mobile App,Jeweller,7,0,0,4.784487233761747,0,0,0,0
TXN1036322,CUST100526,972.58,International,ATM,Jeweller,21,3,0,6.880979999145148,0,0,0,1
TXN1036323,CUST107612,1269.16,NEFT,ATM,Myntra,10,1,0,7.146898155769256,0,0,0,0
TXN1036324,CUST105628,10.0,Cheque,Mobile App,IRCTC,11,3,0,2.3978952727983707,0,0,0,0
TXN1036325,CUST104793,10280.2,UPI Payment,POS Terminal,Flipkart,15,6,0,9.238072263714072,0,1,0,0
TXN1036326,CUST100669,12501.72,Cheque,Internet Banking,Reliance,7,5,0,9.433701499618946,0,1,0,0
TXN1036327,CUST101333,10.37,POS,POS Terminal,Unknown Merchant,14,3,0,2.4309783077624445,0,0,0,0
TXN1036328,CUST101421,267.44,NEFT,Mobile App,Flipkart,2,0,0,5.592627425290039,1,0,0,0
TXN1036329,CUST106823,21.39,RTGS,Mobile App,Flipkart,14,1,1,3.1086144306106633,0,0,0,0
TXN1036330,CUST106019,10.0,UPI Payment,Internet Banking,Zomato,8,4,0,2.3978952727983707,0,0,0,0
TXN1036331,CUST106142,1735.84,Online Transfer,Internet Banking,IRCTC,14,2,0,7.45982264916023,0,0,0,0
TXN1036332,CUST100061,10527.97,Cheque,Branch,Reliance,1,6,0,9.261885784579265,1,1,0,0
TXN1036333,CUST100867,387.04,Online Transfer,Internet Banking,DMart,2,6,0,5.961108427093083,1,1,0,0
TXN1036334,CUST102202,6714.35,Online Transfer,Branch,IRCTC,14,0,0,8.812151229713697,0,0,0,0
